GR_withDEX_F	GR_withDEX_R	GR_woDEX_F	GR_woDEX_R
0.325118955302	0.331525969143	0.0871023900849	0.123665433827
0.33736409178	0.37863874865	0.125675005546	0.205551749279
0.326548038027	0.362005815344	0.221063702029	0.165804465172
0.337831120374	0.375389026551	0.170196317365	0.685814252199
0.317239907919	0.379795624665	0.371698329682	0.136299574863
0.321526161261	0.371432466878	0.172679902362	0.280310162939
0.324789927171	0.363932049544	0.237316098258	0.323965158996
0.328788694691	0.382169091966	0.536945956753	0.310011667136
0.381431438063	0.422670511969	0.240708540697	0.204824605317
0.360838787774	0.374112911735	0.126198431459	0.203163746223
0.329693299078	0.407321250808	0.670764945384	1.3684173349
0.364068917015	0.38366850139	0.116514303927	0.552574625315
0.385256396929	0.419010798139	0.216112802177	0.0950865043367
0.347667687432	0.377791723744	0.132938059167	0.256462783731
0.359531826073	0.319895555327	0.330473233783	0.114756119202
0.374936033621	0.354935021267	0.100206550765	0.209263490018
0.346164892744	0.400962080709	0.923610985929	0.27572416749
0.42463468665	0.896357600583	0.128692042444	0.718442184767
0.426069325	0.534324915068	0.295682583384	0.465634112705
0.301511471031	0.235999434432	0.420510590096	0.247305211465
0.12588679786	0.336215922072	0.1274397948	0.241215917767
0.235302193571	0.176300411612	0.140012865088	0.14108936203
0.206583680636	0.278066331074	0.524840193693	0.202595964013
0.105700023992	0.470332282154	0.197078004756	0.189573806075
0.97886532091	0.243325167453	0.352728720571	0.185536010939
0.0942695426489	0.111993208672	0.121410853389	0.116727198805
0.247855177885	1.01525444193	0.0896184850646	0.258606899263
0.422186700686	0.114216376556	0.0798679149286	0.0493843149466
0.294428574513	0.204697896279	0.268390940851	0.0842890660823
0.151475482964	0.245723487384	0.111215148819	0.0880927730767
0.32851719818	0.12945194772	0.08168432916	0.0621910863908
0.234033003737	0.310217640276	0.15809009205	0.165842923227
0.4831187523	0.444335659487	0.397379054442	0.101881475896
0.846331109516	0.430865686871	0.17578523501	0.141950333613
0.374422111086	0.36759648297	0.238523724922	0.0934307729186
0.330449632721	0.351114407876	0.158866085944	0.266889868202
0.289588616528	0.381536571472	0.308941892674	0.169131294172
0.370631525927	0.321311616757	0.199823627235	0.210716690258
0.35143842645	0.367199736516	0.353499825305	0.115558265607
0.331001078906	0.328221069567	0.0913352561197	0.390583174383
0.351679800779	0.334879718788	0.11434756112	0.0592645886887
0.369784229154	0.312361503186	0.192809569908	0.101867362234
0.366976722666	0.342784916123	0.122530581045	0.430936420321
0.342791057465	0.313305556905	0.547395762532	0.170971718114
0.389405913589	0.328830136214	0.422862823066	0.132864270808
0.333742253043	0.342690200113	0.117652546672	0.425168612759
0.362881777195	0.328078518962	0.392750875521	0.0996680682945
0.337675816549	0.32485886155	0.181219225998	0.438435606634
0.331548615615	0.342405509881	0.285120180334	0.200140971948
0.343450174308	0.321781302201	0.177286304237	0.179881600629
