CTCF_F	CTCF_R	FOS_F	FOS_R	GATA2_F	GATA2_R	JUN_F	JUN_R	MAX_F	MAX_R	MYC_F	MYC_R
-0.00746553845039	-0.00665459379298	-0.00592973650258	-0.00769082906031	-0.0041594894205	-0.00747613955767	-0.00525366189093	-0.00830302793339	-0.0114801003791	-0.0117406778266	-0.0117916628076	-0.0128210211541
-0.00878689550657	-0.00837632544392	-0.00709633049089	-0.00701092906774	-0.00675413034029	-0.00758137098967	-0.00524949145658	-0.00738239248253	-0.00838582636195	-0.00836647578854	-0.00921893028065	-0.0107576727867
-0.00809077870897	-0.0109424812431	-0.00626086565515	-0.0065426966754	-0.00593752177018	-0.00974550560387	-0.00521009600042	-0.00467781614766	-0.00992968707433	-0.0117786741657	-0.00681953830885	-0.0100893872357
-0.00898524023537	-0.0123688166576	-0.00605975371868	-0.00626810246527	-0.006957063417	-0.00685508041109	-0.0041747548951	-0.0069845618355	-0.00961765307854	-0.013017345004	-0.00798777181943	-0.0113854980918
-0.00845210440208	-0.0114644363736	-0.00667552978532	-0.00747416162831	-0.00871509358622	-0.00677551497925	-0.0069356862104	-0.00767541877877	-0.0147847855187	-0.012259349646	-0.0154433933336	-0.015700095727
-0.00871973570197	-0.00985227122218	-0.0083103238228	-0.00652029681227	-0.00591530262263	-0.0101879563799	-0.00825538971116	-0.00743669225659	-0.00897996670707	-0.0079646958058	-0.0109622980231	-0.00880993331378
-0.0119476307717	-0.0102905399431	-0.0064988443673	-0.00730550908496	-0.0103726484334	-0.00472195684807	-0.0077601453673	-0.00384257810489	-0.015353708545	-0.0107554735148	-0.017466934176	-0.00740049551847
-0.0111142049901	-0.00858612772788	-0.0064977463906	-0.00550117803585	-0.00520173785377	-0.00671279756345	-0.00651204559508	-0.00453319239174	-0.0127866570917	-0.0093912383016	-0.0142338844464	-0.016683578106
-0.0130533812083	-0.00844320651241	-0.00551444814847	-0.00703112421484	-0.00771365419556	-0.00514296094188	-0.00470764770741	-0.0062457274755	-0.0137976846735	-0.0125316011128	-0.0129914079822	-0.0115262514059
-0.0138373268083	-0.00894846730013	-0.00599749962438	-0.00690189606707	-0.00634338738688	-0.00780428629958	-0.0064558743136	-0.00522769962811	-0.013910647513	-0.0125242466801	-0.0108124663297	-0.0100273618747
-0.010661359523	-0.0105353270134	-0.00650417063633	-0.00719739616589	-0.00756695492718	-0.00779232814937	-0.00694951246796	-0.0058777300815	-0.0158704916133	-0.0139156402658	-0.0137941932277	-0.00876261667599
-0.0113536004625	-0.0114096306419	-0.00724575612924	-0.00678947487305	-0.00656841509939	-0.00779235259744	-0.00718726858843	-0.0062284030013	-0.0135560000926	-0.0117398263449	-0.0125762522859	-0.0103073121986
-0.00758975119594	-0.00918500216707	-0.0069192554537	-0.0067550886461	-0.00577783987947	-0.00507211568204	-0.00541983166961	-0.00573154732907	-0.0146690891801	-0.0139301312493	-0.0100523081036	-0.0125745912117
-0.00706362601003	-0.0111850706172	-0.00779457577597	-0.00586370640598	-0.00889134632393	-0.00461195328711	-0.00903948106109	-0.00521801723639	-0.0119609091224	-0.0127769187639	-0.00977214652163	-0.00964114726596
-0.00755827371171	-0.00848959212107	-0.00659755344278	-0.00707540501968	-0.00734298572991	-0.00490768129252	-0.00431781066313	-0.00677655996361	-0.012815237959	-0.0198029485255	-0.00648253472864	-0.0126597898994
-0.0112075382752	-0.00266974650067	-0.00781531438468	-0.0057872918404	-0.00937865455547	-0.00415335725268	-0.00873876887889	-0.00964276428756	-0.0122756712245	-0.00770120374018	-0.013074547266	-0.00369843655321
-0.0165094590639	-0.00379781633282	-0.00512819274235	-0.00724870387118	-0.00900941226056	-0.00538813400408	-0.00608624938434	-0.00897184739542	-0.014982793401	-0.00321577299665	-0.014515515844	-0.00785456082632
-0.00992597900461	-0.000455653849771	-0.00805118390069	-0.00980752421055	-0.00622446029722	-0.00529409455631	-0.00355248060632	-0.0133707167949	-0.0116726739268	-0.0113649399012	-0.0166673615453	-0.00516299069306
-0.00908360348274	0.00108171585061	-0.00410652514337	-0.00453761451122	-0.00895587192713	-0.00954325657321	-0.00545971817537	-0.0111344754436	-0.0175612840998	-0.0113663935179	-0.0139578433658	-0.00925382368282
-0.0105927869613	-0.000140341636057	-0.00202985930526	-0.00299724045114	-0.013599406489	-0.00894736889163	-0.00701251194205	0.00119292707137	-0.0105424913512	-0.0109332549463	-0.00751450641329	-0.00490408072803
-4.96067687365e-05	0.0081947907199	-0.00113016168813	-0.00465405783596	-0.00700914638083	0.00548155210731	-0.0107075773281	-0.00583227409946	-0.0151865925179	-0.00469392291399	-0.0103937262752	-0.000865561426371
0.00194257805081	-0.00779512526664	-0.00555138332127	0.00434019634297	-0.00684534344462	-0.0113962749392	-0.00801890917207	-7.71723160734e-05	-0.00122740302805	0.00124881534951	0.00533764204258	0.000437157172271
0.00474328071098	-0.00562095831384	-0.00543401000842	0.00244424466671	-0.00508190842397	-0.00290868753094	-0.0024827572869	-0.00786202218512	-0.00846055938478	0.02879886198	-0.00836952692365	0.0281974322876
0.00327238596179	0.000975638611383	-0.00816790292082	-0.0262688186276	-0.00590037804009	-0.00213308288408	-0.00210215900804	-0.00593921057406	0.0155651786348	-0.00254468078384	0.0134185220174	0.000294347368147
0.00218717172709	-0.000597567896541	0.00448842711139	-0.0102633469962	-0.00615759101617	0.00923220735509	-0.00666152953843	-0.0155968617971	-0.00398964194343	0.0172127771713	-6.50507176879e-05	0.0259429189062
-0.00539707092724	-0.00293196326504	-0.000560134845744	-0.00943899667413	0.0206457726201	-0.00642712568967	-0.0169886233518	-0.0157544874404	0.0251382436558	-0.00437135493591	0.0221789675087	-0.00157995730128
-0.000998816943118	0.00153089631308	-0.00500921492423	-0.00137758882029	-0.00146327367141	-0.0153050870004	-0.00277393717148	-0.00658918441337	0.000454233521166	0.00988686985407	0.000358540001757	0.00953534027884
0.00216067223394	0.00214502474676	-0.0499844484288	-0.015306600671	-0.00937600900271	-0.00476203476838	-0.00563235528431	-0.00630193808285	0.0225203830053	-0.0107946266861	0.0211280233532	-0.00977162975561
-0.00296527820454	0.00611744982564	-0.00542595819836	-0.010248728174	-0.0113664892855	-0.00800419475676	-0.0211258932733	-0.00666762552436	0.00360765310543	-0.00474255845767	0.00776532861901	-0.000574908551728
-0.00776934876191	0.00303783892245	-0.00809576938934	-0.00528863752288	-0.00583979639357	-0.00644369897675	-0.00198110826121	-0.00563045475514	0.0026800595687	-0.0157040031087	-7.4566119063e-06	-0.0143647090869
0.00689972413404	-0.00162991529366	-0.00819388623207	-0.00128919101887	-0.0111186693022	-0.0130326292782	-0.00779434145368	-0.0074630463547	-0.0135431652566	-0.00715439834512	-0.00847361560612	-0.00854562562496
6.02073348422e-05	-0.0117891410114	-0.00157238931996	-0.00154024910984	-0.00992813293999	-0.00822359414343	-0.000443874795574	-0.00469949286688	-0.0126824972573	-0.012698474885	-0.0087134325088	-0.0126983307788
0.00299387244979	-0.0106272762084	-0.00381535024578	-0.00485550366331	-0.00568785292522	-0.00662173293683	-0.0138155687268	-0.00810286379855	-0.00984788327088	-0.00396415303363	-0.00991340197038	-0.0131254067397
-0.000680521047808	-0.00751473000321	-0.00979827825935	-0.00710879370085	-0.00746459115913	-0.00927104656537	-0.0132401639656	-0.0034076663772	-0.00397199044978	-0.0129874512271	-0.00702323900707	-0.0107840033401
-0.00266606846678	-0.016432645763	-0.0077938615415	-0.0057770795505	-0.00701720924892	-0.00675696244257	-0.00745063823323	-0.0061259149348	-0.0134910987727	-0.0152177277536	-0.0157033386346	-0.0139377885518
-0.00424748136349	-0.0102617953074	-0.0065299528107	-0.00767981830447	-0.00208312217518	-0.0079371976414	-0.00776699907078	-0.00831714809248	-0.01271856629	-0.012377558489	-0.0072638618751	-0.0136822093505
-0.00819698161133	-0.009098456555	-0.0044855570053	-0.00739079483632	-0.00452853366017	-0.0091741942876	-0.00727056392328	-0.00851861122667	-0.0146610101009	-0.00879304853871	-0.0107884147887	-0.0122659550331
-0.011365060522	-0.00871841575744	-0.00662687244293	-0.00701991506352	-0.0070554780065	-0.00607226814716	-0.00554478227081	-0.00443611695565	-0.0140535081667	-0.0115238923039	-0.0142766070112	-0.00904938999703
-0.00929448147911	-0.00739260328528	-0.00520737474734	-0.00696797165925	-0.00342684515026	-0.00530959118355	-0.00745689111435	-0.00604770208981	-0.0132219947287	-0.0116757966205	-0.00747996452557	-0.00883521942556
-0.0114833517593	-0.00986983492016	-0.00632803295308	-0.00714041441732	-0.00968452704129	-0.00902176299152	-0.00619517852263	-0.00965987289188	-0.0120827626043	-0.0162019487004	-0.0078147920891	-0.00953561673996
-0.00971560970307	-0.0110964614621	-0.00614564756807	-0.0068508942591	-0.00464961709308	-0.011022048836	-0.00691225239873	-0.00614530406029	-0.00871846614382	-0.0149174582025	-0.00582407140032	-0.0152733870188
-0.00958603338972	-0.012916519223	-0.00566592430587	-0.00663111046848	-0.00605379447146	-0.00444133913193	-0.00301345312457	-0.00832096829112	-0.0162492790112	-0.0142694786517	-0.0101034527451	-0.0143876832538
-0.00784430726301	-0.0133797477103	-0.00680950558431	-0.00711577596097	-0.00669756929897	-0.00636937280533	-0.00664158588348	-0.00513672057061	-0.00855483492073	-0.0142818025668	-0.00598302169151	-0.0115430698166
-0.00978352865762	-0.00988029164532	-0.00568416966782	-0.00776724990944	-0.00686468013792	-0.00490886004046	-0.00857258785795	-0.00754640473535	-0.0171242307181	-0.0122904727962	-0.0135749836467	-0.00798617953353
-0.0102025837643	-0.00931335758786	-0.00642250325834	-0.00750663704655	-0.0079649115546	-0.00557362026618	-0.00481772960457	-0.00549747129878	-0.00829220967631	-0.00996999107005	-0.00994397368249	-0.00888778809392
-0.0115183288046	-0.00883688553758	-0.00516366497801	-0.00692525730085	-0.00783358109101	-0.00596174901577	-0.00582324109531	-0.0078396792006	-0.0108180543627	-0.00997112294794	-0.0117216348319	-0.0117795674617
-0.0118158591345	-0.0086050514609	-0.00643508601945	-0.00627432161977	-0.00823881070812	-0.00658323792078	-0.00625252038163	-0.00755061338708	-0.00967139971311	-0.0143204059081	-0.00443919333742	-0.0110751053902
-0.011612049912	-0.00887265124163	-0.00555564280981	-0.00706891627807	-0.00906954885182	-0.00773316980529	-0.00545148465673	-0.00548199475367	-0.0136368016262	-0.0130689977875	-0.0136957818531	-0.0118032751866
-0.0102209887527	-0.00819565565128	-0.00662068171938	-0.00634576953656	-0.00687316701883	-0.00905399525318	-0.00546323303596	-0.0050298773866	-0.00943869959564	-0.0127973722614	-0.00829717162877	-0.00676022605863
-0.00844060777964	-0.00836934385951	-0.006280541168	-0.00558864360505	-0.0077675766292	-0.00602984739821	-0.00508723750015	-0.00914456656934	-0.0138069279169	-0.00922210679792	-0.0159691278726	-0.0112748220593
