FACTOR	PEARSON	PVALUE	PEARSON_MOTIFLEN	PVALUE_MOTIFLEN
BRCA1	0.524652670838	2.10613563286e-08	0.701184405591	7.81889771493e-06
CEBPB	0.780834642694	9.7342346905e-22	0.88679447869	2.63461513387e-14
CTCF	0.208417231085	0.0374450161079	0.204479715596	0.130611066399
E2F4	0.589728584283	1.0766725719e-10	0.666265008555	2.69525667557e-06
E2F6	0.703452160018	3.32251731228e-16	0.786313347258	1.82006580108e-09
ELK1	0.354484864291	0.000296282473027	0.522141168263	0.000548722960934
FOS	0.449782798962	2.67001099192e-06	0.726044900686	1.14513402057e-07
GABP	0.405741792188	2.81398841018e-05	0.555551447856	0.000198228476647
JUN	0.54198796637	5.75806294224e-09	0.658922242591	1.15638512867e-06
JUND	0.485269302511	3.10449456648e-07	0.773943062792	4.71491399211e-09
MAFK	0.690486258961	1.89368129704e-15	0.833530394923	1.94858058008e-13
MAX	0.497657931919	1.380871339e-07	0.617838510383	2.16085401461e-05
MYC	0.466348528368	1.00766485994e-06	0.654916972254	4.53774086341e-06
NFYA	0.801940692214	1.18290632597e-23	0.854807463887	5.19534373525e-17
NFYB	0.876793366748	6.30234262697e-33	0.941889445231	1.99565949013e-23
NRF1	-0.0235383217217	0.816183809134	0.0112775575965	0.944937145598
P300	0.874224158493	1.62474848511e-32	0.920756571617	1.98822020835e-20
RAD21	0.201093133584	0.04483571074	0.184626553329	0.173134644477
REST	0.410442566066	2.2225342894e-05	0.594327684463	5.54329387317e-07
STAT1	0.753382738153	1.52779102459e-19	0.82065052167	9.00573642758e-11
TBP	0.800758497263	1.53549593896e-23	0.781126689633	5.75820259034e-11
USF2	0.305731279981	0.00197945706864	0.380705800136	0.0153722687325
ZNF143	0.693382266987	1.29400365342e-15	0.856779823281	2.51810381076e-18
