FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ARID3A	0.867007558835684	0.870542371223	0.374496404448	0.0203251208184	0.930101625406	0.94021974291	0.936851023032
ATF3	0.614235221943348	0.978460339443	0.671023861416	0.577021470848	0.991385395843	0.993305756112	0.993470984777
BHLHE40	0.355583958964769	0.878556820995	0.342035187619	0.202921327664	0.942549738348	0.947375090707	0.945566255239
BRCA1	0.499245095730415	0.923881015293	0.336187845304	0.0	0.931413644006	0.931143406197	0.931047321643
CEBPB	0.671691229466067	0.727309781666	0.356145751633	0.115008733965	0.818884693086	0.836935754583	0.830456128879
CTCF	0.344878487848785	0.60137998943	0.257841838302	0.474484819533	0.757295025614	0.766224500326	0.762466574429
ELF1	0.249003888453437	0.860433180496	0.240819068185	0.172827954511	0.929197505098	0.930467934549	0.92932007908
GABP	0.373786742770102	0.857296091198	0.241481712814	0.255005279395	0.934606527685	0.944957839219	0.943053009126
JUN	0.480545821166574	0.30500028123	0.182070898254	0.328042154983	0.375720342237	0.391808588544	0.385049792442
JUND	0.626760077479429	0.706800085818	0.251769472918	0.13412364931	0.831356279409	0.86023797973	0.85070017747
MAFF	0.784647650537659	0.152248618155	0.0843634823361	0.338837342043	0.214355660506	0.242047152689	0.231739399133
MAFK	0.706429149353482	0.11436989602	0.0737048671435	0.283437559447	0.169977070652	0.197221217997	0.187088115743
MAX	0.514424418727832	0.882879469582	0.279368773518	0.0464626125047	0.933412168077	0.939383881949	0.937046230497
MYC	0.532998077944189	0.959767032542	0.277601730269	0.0785648241852	0.991749871661	0.993293844388	0.993185830466
NRF1	0.152991299129913	0.689692907558	0.548762642857	0.488748411598	0.676270614709	0.877766272415	0.874122007177
RAD21	0.33959795979598	0.596430069723	0.265829616288	0.470832897149	0.748871860225	0.760674032348	0.757050914913
REST	0.440185903770247	0.473746685983	0.301761970966	0.706276455882	0.614432505587	0.634142953245	0.625721521851
RXRA	0.534786731342051	0.802329371078	0.2595977682	0.123576966383	0.912519436286	0.924934678593	0.920665290745
SP1	0.158476323061989	0.817393036599	0.196022011935	0.177432055422	0.919850043783	0.942179739441	0.937449703539
SP2	0.118830717482401	0.743197601443	0.127995711861	0.199115340067	0.84541872283	0.886767491164	0.87725483888
SRF	0.761212930597466	0.594657833359	0.214649155032	0.322261275574	0.698137446627	0.727313992071	0.717112800734
USF1	0.514278513531692	0.5874077912	0.246000384149	0.272995991712	0.707711867053	0.726231466133	0.717805853135
USF2	0.452816715504743	0.628504066662	0.298618570473	0.286092923488	0.70834423374	0.717686250047	0.713128982262
YY1	0.402004260734821	0.909999329601	0.388256649813	0.417223668086	0.94910660704	0.954884827227	0.952793318424
