FACTOR	PEARSON	PVALUE	PEARSON_MOTIFLEN	PVALUE_MOTIFLEN
BRCA1	0.640468086845	7.19845248073e-13	0.780406577619	1.38414017054e-07
CEBPB	0.367716894725	0.000167421440899	0.795622896206	8.5249555621e-10
CTCF	0.439519022677	4.76211390667e-06	0.383764526001	0.0035030752114
E2F4	0.599085540077	4.56596726171e-11	0.638419587988	9.32066002978e-06
E2F6	0.713946691951	7.57251067811e-17	0.769094498772	6.73780587049e-09
ELK1	0.212357358049	0.0339107659186	0.248629287955	0.121860236631
FOS	0.34932517042	0.000367697505224	0.640123396754	8.66988316253e-06
GABP	0.272181718103	0.00615287918208	0.332850921881	0.0358489874178
JUN	0.170404060454	0.0900682629265	0.340188770182	0.0238552226342
JUND	0.399140596069	3.89629859552e-05	0.697602940687	5.65757002549e-07
MAFK	0.478208156475	4.8575048074e-07	0.668769014342	2.04401722931e-07
MAX	0.324206926255	0.000999505727753	0.490906360036	0.00129875253406
MYC	0.379060140531	0.000100606590159	0.552795342011	0.000216482117064
NFYA	0.60189861367	3.50882795106e-11	0.657893540601	3.60010253905e-08
NFYB	0.81571053337	4.94691469464e-25	0.898225414936	4.902055338e-18
NRF1	0.0335620852731	0.740270860357	0.0676793905218	0.678182018841
P300	0.891672731541	1.66535677682e-35	0.93101852699	9.1579347051e-22
RAD21	0.43106508017	7.56361884959e-06	0.369437097224	0.00507654206323
REST	0.437156193631	5.426270629e-06	0.63149166821	6.30376696174e-08
STAT1	0.782732127033	6.68190224058e-22	0.898078156052	3.96601916675e-15
TBP	0.0626704093745	0.535630346457	0.264004137966	0.0698041990513
USF2	-0.0143279592283	0.887486446003	0.103140125158	0.5265226924
ZNF143	0.539155626166	7.15287385372e-09	0.808030582014	6.02357244232e-15
