FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ARID3A	0.838328614681	0.312389073261	0.0963540640083	0.0	0.709528457935	0.710330460068	0.710434468675
ATF3	0.5632951999	0.58860351427	0.292073713162	0.0256877963584	0.884345746721	0.939155900508	0.940947313153
BHLHE40	0.430878330332	0.370428830227	0.105602235872	0.0119976475947	0.765116025	0.779675609394	0.775587707269
BRCA1	0.48016542087	0.652261904762	0.0358333333333	0.0	0.87625	0.868214285714	0.878988095238
CEBPB	0.711008461563	0.227436596302	0.0894796959669	0.010122590802	0.548483204589	0.549895913987	0.549912983107
CTCF	0.173483155972	0.233357211286	0.145794999315	0.274198480296	0.595653687035	0.628402199564	0.624202718577
ELF1	0.197785148346	0.398821425013	0.046720885421	0.0182778100643	0.75090297686	0.763095128503	0.762740419698
GABP	0.476622436192	0.61888530658	0.103921397645	0.0785773903577	0.862386915913	0.886533852384	0.894151889205
JUN	0.552327098023	0.0799930114865	0.0511801041794	0.0555704365221	0.214339026253	0.218719776994	0.21844319286
JUND	0.869985766383	0.185590090537	0.0405575578809	0.0115844813161	0.529583984256	0.535740138466	0.532663551295
MAFF	0.828710839174	0.0237395068411	0.00699939846388	0.0540511957585	0.0843499158318	0.0845019325089	0.0845024865177
MAFK	0.853989887245	0.0138215789632	0.00515514190867	0.0415346081257	0.0559645618855	0.056136062881	0.05607724781
MAX	0.547957903977	0.428079368879	0.0640083519258	0.00183853657733	0.774943966848	0.781190162214	0.7785625164
MYC	0.517338776412	0.486035140789	0.0430106792284	0.00264626723051	0.864061053356	0.888187263877	0.878283588717
NRF1	0.0789900461897	0.682488139964	0.544817105333	0.482928880442	0.675013216195	0.88117941844	0.863003941125
RAD21	0.164390262779	0.244042165302	0.154222280355	0.27139287198	0.584388675393	0.629170889247	0.623429597173
REST	0.419402262859	0.170507787041	0.17954775073	0.609061282278	0.455265788786	0.467853741355	0.484667117585
RXRA	0.645373437594	0.258017432536	0.0735643612722	0.0116911466412	0.722367864331	0.731867233752	0.737503008241
SP1	0.147849006401	0.543337565204	0.0934423855439	0.0776647749414	0.792411211352	0.867623937787	0.834108736225
SP2	0.2568496862	0.555678153652	0.0629973188367	0.112173179334	0.73736890836	0.825150071238	0.804587704423
SRF	0.834660344109	0.180884221639	0.0416382837622	0.0499815410946	0.439521917021	0.440903835323	0.441324379333
USF1	0.465071783227	0.182744417269	0.0529008159893	0.0288504438289	0.429709803114	0.432714867215	0.432354821506
USF2	0.401865954243	0.271144190212	0.0881781222238	0.012321128733	0.522358878603	0.528434440266	0.527432318175
YY1	0.672457234981	0.565237210528	0.107519886105	0.07745977267	0.827691608235	0.832021511171	0.832708449995
