FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ARID3A	0.804489951189	0.322452331332	0.0250881831472	0.0	0.768731220256	0.760055367196	0.770386015117
ATF1	0.572760525111	0.293609850899	0.150938727263	0.0301006933691	0.646965510756	0.690238366943	0.691787696066
ATF3	0.708001126681	0.257454794128	0.251101321586	0.00889804227166	0.779099540387	0.850784840726	0.847059431607
BACH1	0.550693934733	0.244381290895	0.239195236418	0.0167725748396	0.615184575642	0.657689321249	0.666354708567
BHLHE40	0.352206872029	0.145974674875	0.0523610697202	0.00783240721795	0.406258368258	0.427021686463	0.420779403308
CCNT2	0.37293172437	0.464501880512	0.0194220529741	0.0371905300905	0.784495120484	0.84790669339	0.842530674389
CEBPB	0.797313303732	0.0483144492756	0.0164198603312	0.016352515889	0.175396591655	0.175526527602	0.176723096422
CTCF	0.307857401676	0.0241949801838	0.289585921595	0.131929562394	0.439497193608	0.490755772311	0.483585083801
CTCFL	0.271118596715	0.269850546529	0.285133431032	0.214520737615	0.635475884395	0.656365374418	0.668759003278
E2F4	0.542605229396	0.667649440124	0.134637457946	0.0573390053968	0.885474630744	0.895018093947	0.915122221682
E2F6	0.75974721118	0.144829712667	0.0249529173516	0.021224909114	0.540230798532	0.574865842518	0.570103562131
EFOS	0.819449210413	0.264312649964	0.051415731726	0.00362274585549	0.672337204045	0.696898679841	0.700247505053
EGATA	0.342886712932	0.340010677026	0.0797186877515	0.00501060927259	0.67610880778	0.73440837732	0.730310924215
EGR1	0.589907143569	0.212130325912	0.0947723413497	0.0512659574017	0.576871228101	0.578133975009	0.619101834091
EJUNB	0.79636508823	0.350575374582	0.067397395619	0.018796664768	0.754867441229	0.773248122084	0.789891738191
EJUND	0.790771933707	0.260768899658	0.0528420992943	0.011843603953	0.659590569526	0.696452301315	0.695563356089
ELF1	0.451732801329	0.226984683418	0.0111921927757	0.029969026957	0.551239924734	0.586939845868	0.583219670461
ELK1	0.833080607504	0.586832752472	0.0297432728157	0.0236420003242	0.926077970498	0.937641230345	0.942442454206
ETS1	0.741140241619	0.358858661766	0.00660113050898	0.00867459420113	0.728779090581	0.798706679236	0.790420375862
FOS	0.813434556814	0.54970164855	0.0874672797651	0.0113187113492	0.873428045746	0.902044096153	0.906832018231
FOSL1	0.820990733128	0.402069275181	0.0636831819847	0.0154859128185	0.774803170288	0.800261710933	0.815140749629
GABP	0.501515517965	0.503175247253	0.0622144866152	0.0826480210255	0.802772783566	0.816557756216	0.831545494747
GATA1	0.286378844901	0.581571529695	0.0744766500508	0.00360258907427	0.767521856938	0.852142041544	0.844576986658
GATA2	0.353671397066	0.451536865584	0.0742201935105	0.00464889245956	0.715491263871	0.780960525814	0.773170927295
IRF1	0.88351372027	0.0889577765002	0.0102886475783	0.0826578415049	0.30380950633	0.299794406261	0.301970292388
JUN	0.639736811	0.354640412018	0.19818203772	0.00500980418058	0.724788255764	0.770239972369	0.773990011598
JUND	0.800851548532	0.231785737708	0.0513793992638	0.00960284233169	0.612674028821	0.645753793687	0.644819365633
MAFF	0.646558253301	0.0575540371074	0.0325398974921	0.0502545788184	0.21081304062	0.215459066848	0.216037580779
MAFK	0.64867606711	0.0762259347887	0.0416067881738	0.0471951839863	0.254260164623	0.263493883479	0.263729717234
MAX	0.833882366455	0.233692751771	0.0282041381164	0.00071164655975	0.60135619432	0.629267566446	0.618389818707
MEF2A	0.628077659486	0.290323837829	0.0183548759712	0.0233008897683	0.677167522322	0.679727721602	0.686199444206
MYC	0.719320467948	0.402878376935	0.0216835372394	0.00093679439563	0.737776168191	0.798008550364	0.786968215931
NFE2	0.516392377121	0.264935395128	0.160673220775	0.173756764051	0.682165448339	0.756518319378	0.747594937819
NFYA	0.795351519686	0.194031755844	0.0194904259297	0.0129572391266	0.519838244385	0.572172234051	0.570087040471
NFYB	0.899423995068	0.0690164394075	0.00835997147016	0.0385111670485	0.284509305599	0.302818250471	0.300710040773
NR2F2	0.876712177165	0.231126949906	0.0260190842985	0.00163666121113	0.623362661291	0.654457825596	0.650876263272
NRF1	0.0716841487793	0.762938646426	0.519768171128	0.444943526958	0.915973962078	0.926161440226	0.922461207618
PU1	0.484821088307	0.103652765687	0.00941522886545	0.0577378818408	0.376354789408	0.382719072044	0.382758872
RAD21	0.303927816463	0.166764988184	0.474543561706	0.268824328057	0.780461198431	0.83799220812	0.843885766106
REST	0.892604542152	0.0583362130935	0.102640957357	0.418807983234	0.2361697432	0.250022512157	0.249748710457
