FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ARID3A	0.804489951189	0.270248347946	0.0219608690019	0.0	0.709994385177	0.701498725867	0.715505550037
ATF1	0.572760525111	0.228255314415	0.127571448935	0.0227557271754	0.558286562157	0.622781145663	0.624134351773
ATF3	0.708001126681	0.201840690414	0.219224988767	0.00418338730419	0.717094560047	0.809609395578	0.807073539817
BACH1	0.550693934733	0.136988221815	0.174671354542	0.00811563156207	0.441582500751	0.527041615986	0.522227870264
BHLHE40	0.352206872029	0.112826136223	0.0442859845715	0.00438400129737	0.326248668496	0.358716578985	0.349131135055
CCNT2	0.37293172437	0.39202276785	0.0154992218705	0.0294991080241	0.702621009245	0.792019975391	0.78430133211
CEBPB	0.797313303732	0.0387239091929	0.0136358944242	0.0109632199935	0.147116765677	0.148689905759	0.150112784617
CTCF	0.307857401676	0.0163602244655	0.268732939755	0.111501372342	0.367531099111	0.436418846737	0.42619263344
CTCFL	0.271118596715	0.213524240488	0.234933817113	0.178977386058	0.593364637378	0.620359713118	0.631540063963
E2F4	0.542605229396	0.630638407914	0.122820679016	0.0482912708762	0.872269604278	0.883308328871	0.905109343614
E2F6	0.75974721118	0.119129748565	0.0205325280723	0.0163918781952	0.474925880996	0.516979578205	0.510857851032
EFOS	0.819449210413	0.178865913114	0.0325457638917	0.00208113561142	0.521352474104	0.571425248698	0.568980610146
EGATA	0.342886712932	0.281878274081	0.0616733702666	0.00357483459136	0.570972537389	0.652720867727	0.647498248004
EGR1	0.589907143569	0.114716314682	0.0546023427687	0.0308551631663	0.489881679506	0.494937889711	0.520300298893
EJUNB	0.79636508823	0.185205824024	0.0281588399644	0.00886702579583	0.538336946292	0.595626364891	0.590301363088
EJUND	0.790771933707	0.193918729259	0.038393632389	0.00852686694231	0.545492014809	0.604466681994	0.601447570109
ELF1	0.451732801329	0.172997719369	0.00838233801943	0.022195791349	0.452826842948	0.507066603841	0.501258576863
ELK1	0.833080607504	0.559681929395	0.0277538953067	0.0212182460713	0.92058488001	0.933114102494	0.938035599177
ETS1	0.741140241619	0.278665189061	0.00481971939485	0.00600089156103	0.626410143062	0.726353363862	0.714705786189
FOS	0.813434556814	0.284765202274	0.033283829593	0.00287585326173	0.623240941356	0.724254332815	0.71333158545
FOSL1	0.820990733128	0.221091048558	0.0281862307031	0.00353116008974	0.527930117283	0.601898690764	0.590057502794
GABP	0.501515517965	0.307179965012	0.0383125978943	0.043569882166	0.718367424755	0.746965139863	0.758750791259
GATA1	0.286378844901	0.505914325108	0.0576729519821	0.00227694505686	0.674362649534	0.796023813237	0.785274080886
GATA2	0.353671397066	0.379966966189	0.0568056141094	0.0030138941141	0.623924132516	0.717788017083	0.706823826187
IRF1	0.88351372027	0.0782203628281	0.00866417080178	0.0751113537073	0.274375733591	0.271762624083	0.274045337798
JUN	0.639736811	0.277787475776	0.173315114845	0.00347540974788	0.62569533075	0.69646662641	0.700521405603
JUND	0.800851548532	0.173602236357	0.0387507249304	0.00681367601683	0.508913690153	0.560334084358	0.558476356687
MAFF	0.646558253301	0.042314840764	0.0260010315275	0.038406811757	0.175019493203	0.184623536099	0.18477890353
MAFK	0.64867606711	0.057035082692	0.033858295836	0.0356693110561	0.211807504283	0.228773245973	0.22803414214
MAX	0.833882366455	0.179869722107	0.0214320688482	0.000509002990393	0.480319012092	0.527975207444	0.511512833554
MEF2A	0.628077659486	0.251162752811	0.0156828169839	0.0166330549567	0.626044155429	0.631652699206	0.639530094192
MYC	0.719320467948	0.321960907966	0.0154623628643	0.000667185334718	0.617667958767	0.708841576614	0.691882616509
NFE2	0.516392377121	0.211180202418	0.135715769454	0.134081677615	0.586999743718	0.688227830458	0.676637036837
NFYA	0.795351519686	0.153653279095	0.017222914254	0.0107705557772	0.472011395817	0.53887837325	0.535915801357
NFYB	0.899423995068	0.0487843810962	0.00704368334017	0.0290469381604	0.254199047307	0.279573043943	0.276785633794
NR2F2	0.876712177165	0.168848018885	0.0210611210102	0.00131059016513	0.523822829227	0.572189052289	0.566620754505
NRF1	0.0716841487793	0.740570382381	0.503346716288	0.427143597181	0.908600833129	0.919828747609	0.91574243998
PU1	0.484821088307	0.0779797838854	0.00709273470958	0.0520385199988	0.305187509384	0.319245914451	0.318751510796
RAD21	0.303927816463	0.0439538978635	0.319244009791	0.155732709601	0.623281116831	0.735203703772	0.729371277114
REST	0.892604542152	0.0463860906726	0.0921541097224	0.395566434659	0.1954260884	0.213846159308	0.212725219013
RFX5	0.933758480067	0.210502804266	0.0474761606716	0.0364125032215	0.439978891302	0.47651411951	0.47106022115
SIX5	0.860544873258	0.282441528186	0.0461075215755	0.0827516755417	0.641068559493	0.676560491645	0.669668678847
SMC3	0.312512579714	0.0280146434647	0.29892119125	0.137337886729	0.481693658902	0.621682275412	0.602971022067
SP1	0.616626462115	0.283727023546	0.130286973226	0.040851472011	0.738086487656	0.789631136702	0.783813709046
SP2	0.52729910738	0.336101211538	0.0700303051033	0.0368185665069	0.762438009537	0.805270415233	0.796592015277
SRF	0.798682081359	0.181800602267	0.0138781356693	0.0406685071031	0.451607585667	0.464766844053	0.467590656449
STAT1	0.88937809234	0.32848284415	0.0119411799445	0.00739532274257	0.633239827556	0.698953227426	0.677818460993
STAT2	0.815539170494	0.160069719009	0.0141779048377	0.0621310773157	0.447618497078	0.476916327268	0.477001168071
STAT5A	0.841167575964	0.231753911634	0.0624894683131	0.00124794572939	0.628187196119	0.687734063783	0.682169783099
TAL1	0.434047420819	0.20384426123	0.0127194502731	0.0156756458425	0.59671626671	0.650651825855	0.647027711239
THAP1	0.826501314675	0.279751524276	0.0148542390541	0.00284987704249	0.578688394312	0.658842565816	0.653756495556
TR4	0.784075837973	0.223302434013	0.0439961616771	0.096716203997	0.536942320586	0.591541541849	0.583543497918
USF1	0.475686665311	0.100155316223	0.0314892902246	0.0093095297901	0.306610557246	0.327294436289	0.324027648068
USF2	0.266383809419	0.23374716978	0.0969553261051	0.00929478662272	0.547035588331	0.613353951006	0.605800524019
YY1	0.921995229724	0.244456851422	0.0215367553356	0.0766433957644	0.520396221964	0.574597138144	0.561126779947
ZBTB33	0.296810180202	0.3279575594	0.213528911872	0.123557593973	0.591755852532	0.61858200451	0.60740748914
ZBTB7A	0.785072235819	0.126894159916	0.0149550613505	0.000984159195374	0.442462726703	0.454445904512	0.448438375001
ZNF143	0.880712259021	0.193116068778	0.0351390739547	0.0521731647811	0.57995165545	0.604959179693	0.604045428451
ZNF263	0.907998758355	0.0422452161518	0.00786755860753	0.0200851396237	0.224881478577	0.236848144961	0.234492805648
