ER_0min_F	ER_0min_R	ER_10min_F	ER_10min_R	ER_160min_F	ER_160min_R	ER_2min_F	ER_2min_R	ER_40min_F	ER_40min_R	ER_5min_F	ER_5min_R
0.446605074073	0.631010173134	0.0908630099066	0.0993298654913	0.155371977401	0.152017226834	0.152603283521	0.180781965424	0.0848062348899	0.0953696712379	0.131726005549	0.149654783556
0.390168321113	0.512160475139	0.0921892142068	0.101522781365	0.154558121788	0.155574327443	0.164034888725	0.16953153438	0.0889595286338	0.0944716862641	0.138115317106	0.139027124111
0.392755341211	0.549621241967	0.0926891465935	0.099379286054	0.163939093742	0.160861794715	0.175729692549	0.179355113238	0.0885357084338	0.0943252840142	0.140354523387	0.153666659226
0.335021350258	0.514884611991	0.0915085995591	0.104562817231	0.153309445513	0.166589690545	0.16143125061	0.18347702905	0.0872075483821	0.0961596292258	0.135806744226	0.147250156437
0.346077206752	0.421510007454	0.0906989441055	0.102265661678	0.156217561996	0.151396715087	0.157948793079	0.169695414447	0.0891551396653	0.0941806727087	0.13814804789	0.142576225416
0.321678181016	0.678418141535	0.0937330898675	0.103398212591	0.151033551121	0.172364355064	0.16171106535	0.189097670552	0.0870763215675	0.1019637745	0.133940291128	0.154202765446
0.381449782848	0.42031030381	0.0929525058265	0.101423880688	0.153417219836	0.166318847003	0.159631974393	0.185272913662	0.0879511479486	0.0979975802016	0.133224502804	0.151812809646
0.327511782076	0.356171158963	0.0949203900304	0.0955242606673	0.153647371285	0.154259140735	0.165430712588	0.167290382363	0.0906360138005	0.0923220660151	0.137907731297	0.141042802646
0.229162124057	0.644610162843	0.0909535337321	0.108369073708	0.145936132097	0.167277501983	0.158646481209	0.177235796841	0.0827851909843	0.0973033157694	0.132652491046	0.154922911123
0.339033490024	0.342954130751	0.0969720140874	0.0986403320626	0.153874417092	0.158593437762	0.161105894465	0.178091522033	0.0894893321994	0.0931654902296	0.137541277753	0.15154217353
0.341059970474	0.50297638344	0.0977620818323	0.102391655159	0.155338946096	0.160441928383	0.168133839932	0.172280493602	0.0937112836333	0.0938618795365	0.145581518253	0.148123446872
0.332327621228	0.739030971004	0.0948411080551	0.110376126717	0.158763198211	0.154047922019	0.163071779254	0.196170285854	0.0922933933329	0.0997268203774	0.138454543243	0.160309434708
0.308436410631	1.03559651217	0.0966799661749	0.0937960414624	0.159779856291	0.157519887383	0.169260771997	0.172515799688	0.0922868989433	0.0906690981901	0.137559853996	0.14049391709
0.27816505683	0.449758800289	0.0958553223396	0.0939675967754	0.151542543139	0.153165775344	0.159335349398	0.168018336038	0.0897123339416	0.0895495018787	0.143669944102	0.138120950538
0.282564990373	0.427876870919	0.0932486691182	0.0886478205963	0.149861424885	0.144245968693	0.156756298584	0.156983077369	0.0849119581914	0.0856929357458	0.129467049124	0.137907471975
0.345729379002	0.595064145185	0.094703401797	0.121297926725	0.15028522497	0.195208189116	0.164167330826	0.192952379381	0.0876966770318	0.112935002485	0.137402522358	0.168404284912
0.342413014965	0.312864586221	0.111635955376	0.0689891682882	0.172895807494	0.11123087641	0.181641905179	0.119832071403	0.101315415513	0.0641388993301	0.160785271419	0.0996226126488
0.300908863528	0.500315465995	0.0736510752821	0.108691674024	0.117206870093	0.177223214684	0.125166294638	0.185332256682	0.0670466245232	0.10403533751	0.100945229294	0.162143303721
0.291297591838	0.39916064111	0.0902919769072	0.0840478279679	0.138626662212	0.145452316973	0.161288111458	0.144455870491	0.0837815132765	0.0809997007428	0.130702100613	0.126971775996
0.290037086298	0.448953587823	0.0891825138621	0.105420741696	0.141547025992	0.160253554811	0.148993796201	0.179541377137	0.0807737536967	0.100514932105	0.128310577866	0.154482058636
0.294680276791	0.842671096811	0.0755288617547	0.125084868239	0.128112704765	0.203060736657	0.132070431778	0.210563378189	0.0712056083034	0.116209062464	0.109420362184	0.180941470371
0.531340047256	0.264165201272	0.158997384638	0.0580108471288	0.255495912953	0.0967427834604	0.275415564265	0.0983000382943	0.149183253094	0.054096973806	0.231583672671	0.0863399435563
