P53_F	P53_R
1.00560231277	1.01302931105
0.905081783764	1.01663048684
0.915198615972	1.00816044721
0.982555450256	1.00886572528
1.02847079748	1.01376421096
1.03404310108	0.988590674536
1.01279142958	0.994268620119
0.989651791434	1.00790568849
1.04293951197	0.973766746041
1.15672309747	0.963073038759
1.03217899017	0.987642771802
0.966647712079	0.998754370112
0.958216289039	0.982610653213
0.933741758983	0.970559320479
1.00311402926	0.978274994949
1.03288817283	0.986619976933
1.08051762775	0.994802457742
1.01163690713	1.01919133415
0.966551068926	1.03482115713
1.01210493657	1.06394806914
1.18292891706	1.11546026982
1.13269130875	0.974519227443
1.00846692576	0.93617183754
0.95821996587	0.984265226241
0.929161808398	1.02859608746
0.982926963988	0.972641400223
1.01498519462	0.943469065993
0.988230251302	0.98869080587
0.978535197643	1.03158886254
1.04831043455	1.15520354219
1.10729458734	1.1385834292
1.08960964914	0.998927662355
1.0136564078	0.963935730022
1.03757811069	1.01300091259
0.99171422698	1.04471037485
0.96211233122	1.01629356093
0.962190119793	0.958226305839
0.96804388083	0.958039438479
0.965424743534	0.97607136606
0.96204134257	0.954912870351
0.974451040943	1.03126219286
0.977679514079	1.0952904266
1.00112393914	1.01358533485
0.9803214672	0.977673924285
1.00482438149	1.01464302527
0.984704008162	1.02041164974
0.978300963837	0.995328809717
1.01334211795	0.988009168301
1.00793334663	0.939436547946
0.997271027233	0.920235084493
