ARID3A	0.838328614681	0.010118117504	0.3513	0.1764	0.1828	0.2895	0.7025	0.5277	0.5341	0.6407	0.3528	0.3593	0.4659	0.3657	0.4723
ATF3	0.5632951999	0.001920360269	0.1718	0.3271	0.3343	0.1668	0.3435	0.4989	0.5061	0.3386	0.6543	0.6614	0.4939	0.6686	0.5011
BHLHE40	0.430878330332	0.004825352359	0.198	0.3185	0.2922	0.1913	0.3961	0.5165	0.4902	0.3894	0.6369	0.6106	0.5098	0.5843	0.4835
BRCA1	0.48016542087	-0.000270237809	0.28	0.3707	0.188	0.1613	0.56	0.6507	0.468	0.4413	0.7413	0.5587	0.532	0.376	0.3493
CEBPB	0.711008461563	0.018051061497	0.258	0.2442	0.2255	0.2723	0.5159	0.5022	0.4835	0.5303	0.4885	0.4697	0.5165	0.451	0.4978
CTCF	0.173483155972	0.008929474712	0.2327	0.2681	0.2927	0.2065	0.4655	0.5009	0.5254	0.4392	0.5363	0.5608	0.4746	0.5853	0.4991
ELF1	0.197785148346	0.001270429451	0.2543	0.2502	0.3312	0.1643	0.5086	0.5045	0.5855	0.4185	0.5005	0.5815	0.4145	0.6624	0.4955
GABP	0.476622436192	0.010351311534	0.1919	0.3053	0.3667	0.1362	0.3838	0.4972	0.5586	0.328	0.6106	0.672	0.4414	0.7333	0.5028
JUN	0.552327098023	0.016088246307	0.2937	0.1975	0.2173	0.2916	0.5875	0.4912	0.511	0.5853	0.3949	0.4147	0.489	0.4345	0.5088
JUND	0.869985766383	0.028881700321	0.248	0.2499	0.2535	0.2485	0.496	0.498	0.5016	0.4965	0.4999	0.5035	0.4984	0.5071	0.502
MAFF	0.828710839174	0.027691492183	0.3136	0.2006	0.1781	0.3077	0.6273	0.5142	0.4917	0.6214	0.4011	0.3786	0.5083	0.3562	0.4858
MAFK	0.853989887245	0.027244147345	0.321	0.1984	0.1735	0.3071	0.6419	0.5194	0.4944	0.6281	0.3969	0.3719	0.5056	0.3469	0.4806
MAX	0.547957903977	0.005971713872	0.2248	0.2738	0.3045	0.1968	0.4496	0.4987	0.5293	0.4217	0.5477	0.5783	0.4707	0.609	0.5013
MYC	0.517338776412	0.001543972727	0.1792	0.3248	0.301	0.195	0.3584	0.504	0.4802	0.3742	0.6496	0.6258	0.5198	0.602	0.496
NRF1	0.0789900461897	0.201495657706	0.1425	0.3613	0.36	0.1361	0.285	0.5039	0.5025	0.2787	0.7227	0.7213	0.4975	0.72	0.4961
RAD21	0.164390262779	0.011802172123	0.2347	0.2674	0.2896	0.2083	0.4694	0.5021	0.5243	0.443	0.5347	0.557	0.4757	0.5793	0.4979
REST	0.419402262859	0.019710447658	0.2313	0.3091	0.2839	0.1758	0.4626	0.5404	0.5151	0.4071	0.6182	0.5929	0.4849	0.5677	0.4596
RXRA	0.645373437594	0.012415242307	0.2762	0.2361	0.2802	0.2075	0.5523	0.5123	0.5564	0.4837	0.4723	0.5163	0.4436	0.5604	0.4877
SP1	0.147849006401	0.022329695658	0.1446	0.4355	0.2323	0.1876	0.2892	0.5801	0.3769	0.3322	0.871	0.6678	0.6231	0.4646	0.4199
SP2	0.2568496862	0.041348768334	0.1351	0.4427	0.2375	0.1847	0.2701	0.5777	0.3726	0.3198	0.8854	0.6802	0.6274	0.4751	0.4223
SRF	0.834660344109	0.029176545444	0.2858	0.2287	0.2282	0.2574	0.5715	0.5144	0.514	0.5431	0.4573	0.4569	0.486	0.4564	0.4856
USF1	0.465071783227	0.01851959908	0.2255	0.281	0.267	0.2265	0.4509	0.5064	0.4925	0.452	0.562	0.548	0.5075	0.5341	0.4936
USF2	0.401865954243	0.009342016307	0.2219	0.2793	0.274	0.2249	0.4438	0.5012	0.4958	0.4468	0.5585	0.5532	0.5042	0.5479	0.4988
YY1	0.672457234981	0.005778220187	0.2257	0.2761	0.3175	0.1807	0.4514	0.5018	0.5432	0.4064	0.5522	0.5936	0.4568	0.6349	0.4982
