UW_Motif_0458_F	UW_Motif_0458_R	UW_Motif_0500_F	UW_Motif_0500_R
-0.00427157835173	-0.00956760078682	-0.00616854643859	-0.0070153142833
-0.00182549839919	-0.00351241871488	-0.00626016239169	-0.007307444299
-0.0066805153922	-0.00660510890672	-0.00783492870309	-0.00834476281398
-0.00325169388802	-0.00527731008221	-0.00802532341387	-0.00757992366522
-0.0101528386421	-0.00269898562786	-0.00564552063918	-0.00763798561976
-0.00752453766652	-0.00875562198325	-0.00844337763206	-0.00827214661932
-0.00477435252754	-0.000972536541553	-0.00684482118496	-0.00789778847669
-0.0126672001463	-0.00423776627742	-0.00804836510269	-0.00664433079105
-0.00600630717355	-0.0110588485566	-0.00993448469215	-0.00666680201304
-0.0022386077665	-0.00659387203027	-0.00933106911478	-0.0070509056216
0.00047097281169	-0.00129824879033	-0.0065476778026	-0.00705131672325
-0.00324250023974	-0.00163054957408	-0.00593407582362	-0.00554169989104
-0.00717601121018	-0.00513048210453	-0.00498765315171	-0.0105060573545
-0.00342840583142	-0.000576474443608	-0.00655785805459	-0.00805476481143
0.00626959358627	-0.00856673175745	-0.00318071060728	-0.0110844253314
0.00542005460955	0.00521533330954	-0.00693774687523	-0.0182650591856
0.000563161405771	-0.00851211172218	-0.0141661127843	-0.0148283761216
-0.0111712742617	-0.0156162224371	-0.0123715194198	-0.0171491386831
-0.0106481470631	-0.0113623422511	-0.0187083525374	-0.0068801829052
-0.00314124322326	-0.0307056785575	-0.00535033127715	-0.00536166240812
-0.0189223921688	-0.0139813108582	-0.00963087400289	-0.00506830285781
-0.00192946489874	-0.0056284939713	-0.0112964096715	-0.00377758312078
-0.00416626633548	-0.0123457962536	-0.00796047198851	-0.00871495293289
-0.00763593114657	-0.018113111348	-0.000129593253962	-0.00958538551477
-0.0338036899885	-0.0199133374523	-0.00477896133441	-0.0100447905212
-0.0189035350839	-0.0236995152996	-0.00837346238341	-0.00335417050435
-0.0204362947413	-0.010139091948	-0.00701231456141	-0.00327068618411
-0.00987761799965	-0.0174241744222	-0.0101330186693	-0.00733937730565
-0.00424144578046	-0.00575295419602	-0.00167485586256	-0.0179888579621
-0.00834980894707	-0.0108500325911	-0.00474505820086	-0.00623968570771
-0.0272871718764	-0.00731295251185	-0.00328929909021	-0.00505747716283
-0.0223869796082	-0.0169059925148	-0.0101102544005	-0.0161664850271
-0.0123121653682	-0.00900760925751	-0.0161602107908	-0.0118135030548
-0.00748939807283	0.00332074349319	-0.0173424185845	-0.0133951671391
-0.00398428417242	-0.00256393764978	-0.015420210838	-0.00763179563397
-0.012846760026	-0.00157498330672	-0.0140112015076	-0.00496892539653
0.0020038237084	-0.00519674867122	-0.00973466066266	-0.00592620129961
-0.00949002853285	-0.00381817143771	-0.00931933712537	-0.00513664770874
-0.00652434678455	-0.00728622224152	-0.00706374833966	-0.00642619098774
-0.00364670064907	-0.00819848345257	-0.00917974315952	-0.00518618636868
-0.00367541665335	-0.00755785226441	-0.00843731744447	-0.0106244360229
-0.00257710141683	-0.000192661165302	-0.00593601905032	-0.00872921792916
-0.0060095849515	-0.00993044374378	-0.00688675230002	-0.00396266505414
-0.0111043074619	-0.00331379463331	-0.00581872065124	-0.00640653208341
-0.00569527188855	-0.00129149483594	-0.00758725653965	-0.00684743324704
-0.0074015658038	-0.0111850469199	-0.00844241679171	-0.00471067298809
-0.00629380231772	-0.00794588598178	-0.0101171960521	-0.00551999429937
-0.00653732170363	-0.00298105009128	-0.00607241621088	-0.00781075793093
-0.00985917627037	-0.00220807199308	-0.00838904148358	-0.00642970131466
-0.0064342595493	-0.00372107847731	-0.00726235327243	-0.00841145929055
