FACTOR	PEARSON	PVALUE	PEARSON_MOTIFLEN	PVALUE_MOTIFLEN
ARID3A	0.570669927277	5.69105170483e-10	0.696570529334	9.50205478335e-06
ATF1	0.737582811697	2.09793364638e-18	0.771432676294	1.39230669665e-10
ATF3	0.487947592595	2.61275217661e-07	0.57868781609	0.000217988820838
BACH1	0.854079458154	1.41944464471e-29	0.866572373292	1.74633290782e-15
BHLHE40	-0.0565485338426	0.576282356791	0.100800965163	0.53599210025
CCNT2	0.883026939342	5.78367240122e-34	0.898154073239	6.42643901517e-21
CEBPB	0.829189979784	1.69218842328e-26	0.865236373004	5.94710261032e-13
CTCF	0.507782030155	6.95223355106e-08	0.599648768662	1.04117781342e-06
CTCFL	0.514153188463	4.46231249153e-08	0.569760391352	4.57957499273e-06
E2F4	0.647175017339	3.45953574575e-13	0.741635248508	4.37654156781e-08
E2F6	0.836827851364	2.1865187673e-27	0.877886738999	1.02515479251e-13
EFOS	0.935149274258	5.84189075284e-46	0.937194855736	5.67638190035e-19
EGATA	0.914213974137	3.14968121982e-40	0.923583320716	8.89323317421e-21
EGR1	0.678618021861	8.61669844157e-15	0.681619146384	9.64467920272e-08
EJUNB	0.928363111167	6.49768880601e-44	0.931600908572	2.7334439266e-18
EJUND	0.935645722386	4.05744999598e-46	0.937921370935	4.57972144022e-19
ELF1	0.828909352577	1.82079010425e-26	0.840158722937	9.97180133082e-13
ELK1	0.35847732758	0.000250055969533	0.408352429735	0.00889953166124
ETS1	0.783167209575	6.12635583457e-22	0.82039812984	9.61300066196e-13
FOS	0.923114644594	1.82727692938e-42	0.930903511426	3.29415845174e-18
FOSL1	0.920910651628	6.91607952446e-42	0.923431939351	2.16917708296e-17
GABP	0.499614005064	1.21149051698e-07	0.546180586444	0.000266618279846
GATA1	0.792942405899	8.25404547143e-23	0.818518361123	1.10514501965e-10
GATA2	0.921392506906	5.18712926976e-42	0.926555276545	3.68908096147e-21
IRF1	0.255657301547	0.0102510215139	0.327174961303	0.0107222570298
JUN	0.796077558117	4.2413456476e-23	0.825457209416	5.43596423649e-12
JUND	0.924722222054	6.74811912473e-43	0.927092693615	8.83303031268e-18
MAFF	0.8032820471	8.77950181331e-24	0.813216546061	2.65409492353e-14
MAFK	0.603315138149	3.07006499735e-11	0.615204791107	3.27261598344e-06
MAX	0.330124327992	0.000795673202724	0.483448049498	0.00157673105885
MEF2A	0.0482847561548	0.633322686188	0.0828988695516	0.575365928081
MYC	0.149449666449	0.137794237915	0.305266088907	0.055434972063
NFE2	0.772147670567	5.20164026483e-21	0.803951877348	5.96573178231e-12
NFYA	0.693636931643	1.25112407671e-15	0.736485769138	9.84193154173e-11
NFYB	0.661268865686	6.98031504786e-14	0.701823609048	2.73530985041e-08
NR2F2	0.584256091953	1.75594802943e-10	0.632404230622	1.42259084278e-06
NRF1	0.732179856099	4.92373160846e-18	0.716968928724	1.94661781636e-07
PU1	0.844579386909	2.4532539022e-28	0.861072490645	4.15665957334e-15
RAD21	0.528875369539	1.54596143068e-08	0.627663163975	2.25056530064e-07
REST	0.471955980842	7.1608170507e-07	0.506315806858	3.66901460866e-05
RFX5	0.665348815237	4.32157961087e-14	0.749933885175	8.53396370814e-10
SIX5	0.743997289328	7.41206879175e-19	0.76304139446	1.37362740898e-12
SMC3	0.508770702422	6.49381028804e-08	0.595789285861	1.27133098922e-06
SP1	0.647560180452	3.31514784828e-13	0.484650918379	0.00152862268736
SP2	0.522308012317	2.4961016644e-08	0.546210432487	5.92175396136e-05
SRF	0.701974484708	4.07054687544e-16	0.734588420069	1.16262256526e-10
STAT1	0.654419061235	1.53572445309e-13	0.774580297004	4.49587555461e-09
STAT2	0.253150729803	0.0110467362569	0.375777449221	0.00848651759146
STAT5A	0.708313518736	1.68845813363e-16	0.81003348103	2.43262314773e-10
TAL1	0.898341612865	8.73185794905e-37	0.906626929622	6.88332812856e-22
TBP	0.545996853803	4.22124698029e-09	0.637110677375	1.12252101854e-06
THAP1	0.55373057741	2.29224247243e-09	0.662676219314	1.06645563473e-05
TR4	0.516379518074	3.81361202931e-08	0.654360733157	4.54821432863e-07
USF1	0.33094175311	0.000770719334323	0.47447087912	0.00198003793762
USF2	0.346625408219	0.000411083564125	0.467952224069	0.00232731024247
YY1	0.752787389458	1.69230668426e-19	0.802749092485	5.59625845678e-11
ZBTB33	0.90778421927	9.28334788603e-39	0.957549754046	1.72529276214e-26
ZBTB7A	0.475618516398	5.70994209999e-07	0.568362670479	2.50774528309e-05
ZNF143	0.759725353341	5.04574372148e-20	0.77826963974	2.52051834414e-13
ZNF263	0.724181623654	1.67734113221e-17	0.780173761372	2.01994408677e-13
