UW_Motif_0458_F	UW_Motif_0458_R	UW_Motif_0500_F	UW_Motif_0500_R
0.752908178833	0.787381498715	0.624505613468	0.557378879706
0.968237800898	0.683201864685	0.69421041784	0.509726484001
0.896655684755	0.875271596139	0.656698736462	0.555437733077
0.892066514607	0.767578387592	0.676935749268	0.566309905026
0.917184840905	0.624959678886	0.623041218803	0.568118098827
0.796162987222	0.711021527973	0.602452843187	0.546152873905
0.854347372482	0.667849754353	0.621046984307	0.565648373234
0.865278504603	0.600244161936	0.668506218295	0.542666466903
0.896725118972	0.717609391535	0.635344027114	0.558286903731
0.760759968729	0.655455219772	0.65501943531	0.584765963548
0.650375799206	0.827239134996	0.616815357045	0.556971460055
0.793623438052	0.726484367139	0.606137686295	0.572506902461
0.683320931889	0.748348620304	0.667786994641	0.556082959484
0.773343509869	0.76818686447	0.623483036076	0.654672547199
0.772573222903	0.803536056771	0.668143324311	0.711437299237
0.713372647582	0.954464211025	0.653063257493	0.763645988946
0.828114464281	0.851866806239	0.774256701203	1.35447360885
0.868244305558	0.892487936222	0.478057549197	1.18749486331
1.16737941442	1.60108741324	0.683689298037	0.432355207675
0.653389439971	2.09196872691	0.293452610195	0.452177682813
1.03641277726	0.527575532867	0.7756057378	0.330365110449
0.151982861013	1.18777700843	0.612541947249	0.548305747143
0.901953256014	0.459921891534	0.620356737015	0.717102100619
0.536883231341	1.43105599409	0.43878322964	0.706284018441
2.39711441568	0.925658739829	0.552961669372	0.467262569244
1.02575813149	1.7619165172	0.478798675372	0.548355426463
1.19396167934	0.564247517913	0.683627329892	0.479884012543
0.498784565375	1.16180349239	0.744320967752	0.587780117431
1.19688215581	0.166558122116	0.543259505815	0.806166340777
0.502505092106	0.905298984881	0.337744623049	0.705652756263
2.3431457611	0.472734782507	0.444056580661	0.282898084571
1.9422361232	0.965984538109	0.459078012302	0.649961345665
0.891203546882	0.819871582488	1.29301684489	0.509098306892
0.878724018142	0.73025364203	1.48865746804	0.709551961699
0.841283641867	0.690202489807	0.717241744799	0.638366460275
0.80127897083	0.763063263493	0.766951481598	0.648025325099
0.733907041572	0.78600845357	0.666109220723	0.611475737417
0.704823199312	0.880585958025	0.556813804529	0.64347723761
0.750353642279	0.844487878459	0.570401889974	0.634208459287
0.871646943978	0.746086480547	0.573404836586	0.651326242269
0.744002465242	0.843563157774	0.563870160368	0.63641362088
0.702295992692	0.800689609849	0.572823735155	0.616216789377
0.662222544156	0.786531720833	0.562414279469	0.633028755377
0.59984328692	0.67286361974	0.570340269007	0.620739957391
0.710178284246	0.821625473441	0.562231031794	0.655434666655
0.721998626779	0.741595387719	0.562678128965	0.656960912332
0.770128708626	0.756861735742	0.522627509791	0.650462426026
0.655303121102	0.846288529054	0.574482784399	0.696503853578
0.63474678328	0.815953468436	0.561723169422	0.594102753526
0.603597768812	0.790496436913	0.582380719008	0.624963842565
