FACTOR	PEARSON	PVALUE	PEARSON_MOTIFLEN	PVALUE_MOTIFLEN
ATF3	0.60464540015	2.70648549598e-11	0.67229502497	2.02499145042e-06
BACH1	0.786930672381	2.86717870408e-22	0.848236519732	2.74469192743e-14
BRCA1	0.494134260188	1.74438432054e-07	0.539699168662	0.00143296497937
CEBPB	0.770830153102	6.66387656754e-21	0.779112380155	3.19104701156e-09
CTCF	0.32251716358	0.00106588120135	0.376507124758	0.00423592716934
EGR1	0.749282409459	3.07210026037e-19	0.89024057425	2.54923549081e-17
FOSL1	0.682479958608	5.30409936622e-15	0.777479678014	3.61381603078e-09
GABP	0.534467733279	1.01977099261e-08	0.682776783763	1.21245613007e-06
JUN	0.761913346455	3.4157733645e-20	0.737423186601	1.13365372474e-08
JUND	0.807218901808	3.61094285906e-24	0.827739107803	4.47048186193e-11
MAFK	0.786973676151	2.8421594274e-22	0.856448463339	8.37831991411e-15
MAX	0.425915383186	9.96580870375e-06	0.371580469008	0.0182363713655
MYC	0.416266944553	1.6509466153e-05	0.464486409776	0.00253288836854
NRF1	0.128305459891	0.203306018785	0.191766114433	0.235852659667
P300	0.688320294901	2.51035023798e-15	0.71260250169	1.33715280397e-08
POU5F1	0.869840977791	7.79940927847e-32	0.827206988697	4.27291140695e-13
RAD21	0.316479443453	0.00133716714263	0.361676502962	0.00616478461903
REST	0.490044216392	2.28046731234e-07	0.564084439258	2.6845217893e-06
RFX5	0.557216721889	1.73180391848e-09	0.686930719265	6.99260575955e-08
RXRA	0.632870878637	1.61580641749e-12	0.675939691485	1.69816718206e-06
SIX5	0.672866028588	1.75122274125e-14	0.734980661837	2.29460875498e-11
SP1	0.538431880244	7.55810979427e-09	0.868019695987	4.10294979566e-13
SP2	0.494158526449	1.74159491155e-07	0.743084479477	1.46420354663e-09
SP4	0.0596791982171	0.555314746817	0.345772111431	0.0120471813841
SRF	0.758712001764	6.03654278585e-20	0.81996849208	1.0773740741e-14
TBP	0.793420679197	7.46237990736e-23	0.86582547044	1.96898752472e-15
TCF12	0.720877904814	2.74852378855e-17	0.730037870067	9.00722774283e-08
USF1	0.601909079269	3.50537506889e-11	0.647167468319	6.39741437268e-06
USF2	0.577773081932	3.09823628475e-10	0.617358475766	2.20209018327e-05
YY1	0.635495552128	1.22509551564e-12	0.644334106024	2.36222522949e-06
ZNF143	0.689803494665	2.07020871482e-15	0.742661397349	1.10072606979e-11
