LAB	CELL	FACTOR	BIAS_PEARSON	PWM_AUC_ALL	TC_AUC_ALL	FOS_AUC_ALL	HINT_AUC_ALL	HINT_BC_AUC_ALL	HINT_BCN_AUC_ALL	PWM_AUC_10	TC_AUC_10	FOS_AUC_10	HINT_AUC_10	HINT_BC_AUC_10	HINT_BCN_AUC_10	NUMBER_MOTIFS	NUMBER_PEAKS	NUMBER_PEAKS_with_MOTIFS	PERC_PEAKS_MOTIFS	TC_AVG_CHIP_UNCORRECTED	FOS_AVG_CHIP_UNCORRECTED	PROTECT_AVG_CHIP_UNCORRECTED	TC_AVG_CHIP_CORRECTED	FOS_AVG_CHIP_CORRECTED	PROTECT_AVG_CHIP_CORRECTED	TC_AVG_DNASE_UNCORRECTED	FOS_AVG_DNASE_UNCORRECTED	PROTECT_AVG_DNASE_UNCORRECTED	TC_AVG_DNASE_CORRECTED	FOS_AVG_DNASE_CORRECTED	PROTECT_AVG_DNASE_CORRECTED	MDC_UNCORRECTED	MDC_CORRECTED	NORM_TC_AVG_CHIP_UNCORRECTED	NORM_TC_AVG_CHIP_CORRECTED	NORM_TC_AVG_DNASE_UNCORRECTED	NORM_TC_AVG_DNASE_CORRECTED	FOS_AVG_CHIP_UNCORRECTED_GAP5	FOS_AVG_CHIP_CORRECTED_GAP5	FOS_AVG_DNASE_UNCORRECTED_GAP5	FOS_AVG_DNASE_CORRECTED_GAP5	FOS_AVG_CHIP_UNCORRECTED_GAP10	FOS_AVG_CHIP_CORRECTED_GAP10	FOS_AVG_DNASE_UNCORRECTED_GAP10	FOS_AVG_DNASE_CORRECTED_GAP10	TC_AVG_FP_UNCORRECTED	FOS_AVG_FP_UNCORRECTED	PROTECT_AVG_FP_UNCORRECTED	NORM_TC_AVG_FP_UNCORRECTED	FOS_AVG_FP_UNCORRECTED_GAP5	FOS_AVG_FP_UNCORRECTED_GAP10	TC_AVG_FP_CORRECTED	FOS_AVG_FP_CORRECTED	PROTECT_AVG_FP_CORRECTED	NORM_TC_AVG_FP_CORRECTED	FOS_AVG_FP_CORRECTED_GAP5	FOS_AVG_FP_CORRECTED_GAP10
UW	HepG2	ARID3A	0.701877346163	0.4581258059	0.988025244779	0.328311284609	0.992389654608	0.992910100354	0.992709114018	0.0203251208184	0.936607775584	0.142574238354	0.972009945834	0.974122293302	0.973331380668	2112327	17614	1041	5.910072	233.864438254	-1.66088099608	-0.224219807393	-28.7019100357	-0.914129154755	-0.608765835597	138.020641631	-1.63921321899	-0.21428696892	-19.7559205229	-0.834756590719	-0.470752260233	0.59111041154	0.838607266729	1.3847640936	-0.169950483844	0.817251353536	-0.116979261919	-1.71173330554	-0.924515086994	-1.68036120599	-0.841812031552	-1.75699310858	-0.92025625156	-1.73097210511	-0.837630378413	179.268930702	-1.62991580065	-0.132624272666	1.06149177783	-1.64490604479	-1.71783001694	-24.2193959241	-0.843661800854	-0.276288111299	-0.143408506632	-0.842929124837	-0.840663039226
UW	HepG2	ATF3	0.73426467604	0.901548888389	0.998422874045	0.608813605813	0.999638846453	0.999795349024	0.999748949651	0.577021470848	0.984228740448	0.354844847353	0.996388464534	0.997953490242	0.997489496506	496476	3290	270	8.206687	2265.74231678	-1.24439533323	0.695138479313	-91.3581655305	-0.812061842974	1.44610782501	711.353982301	-1.43571146287	0.219571418996	-39.7327355888	-0.891299478948	0.572626327774	-0.463011994022	-0.618634829197	13.4159713596	-0.540952306509	4.21208739509	-0.235266490257	-1.16923921535	-0.790168653868	-1.43118857073	-0.88654325503	-1.14597002689	-0.774631396915	-1.44749300247	-0.884956283617	976.939293265	-1.37049249478	0.3708548273	5.78467793154	-1.35056671695	-1.3730423632	-51.727062816	-0.862576494601	0.985320710495	-0.306287607427	-0.850487147407	-0.849804059334
UW	HepG2	BHLHE40	0.814807372927	0.66134204455	0.989575924987	0.462749782039	0.995768295183	0.996633924109	0.9963221962	0.202921327664	0.913156874765	0.193437185608	0.969878557221	0.9764611373	0.974145644141	572185	2859	1186	41.483036	1094.40467405	-1.5571212849	0.10083210463	-54.508302948	-1.05454572748	0.5258426738	396.520126283	-1.67359851101	-0.0700961682837	-27.2853015307	-1.10562697902	0.1370455034	0.299800762502	-0.720281899081	6.48021694877	-0.322755957635	2.34788511398	-0.16156242533	-1.55235941715	-1.0517490253	-1.69776362834	-1.10517400934	-1.57377920633	-1.05709699524	-1.7272530214	-1.10526724938	603.323425197	-1.66851650489	-0.0666123923617	3.57241409715	-1.69016094781	-1.74231389526	-37.74391615	-1.10137564176	0.299976544985	-0.223490241726	-1.09446953278	-1.09744057959
UW	HepG2	BRCA1	0.705661980171	0.452816078148	0.988292097046	0.325349907919	0.991570582112	0.992790455601	0.992295620146	0.0	0.923026263111	0.136372007366	0.92914564817	0.92962406918	0.929379854271	333055	1497	15	1.002004	1574.0	-1.43702895478	0.154550346366	-79.8849333264	-0.794241269682	-0.43848876286	201.631814483	-1.53899367622	-0.219133390224	-23.84862189	-0.800347301621	-0.22075061869	0.229816035155	0.532512430896	9.32000905995	-0.473016710518	1.19390745728	-0.141213069938	-1.46695170567	-0.812440070185	-1.60175129087	-0.804207717421	-1.4437415196	-0.813740567488	-1.62947782339	-0.800373434136	227.110091743	-1.53110274701	-0.185856475542	1.34477008428	-1.58733461128	-1.6307942509	-28.22235052	-0.799977038318	-0.0164903515792	-0.167110903773	-0.797399022646	-0.79367959503
UW	HepG2	CEBPB	0.728847716327	0.62310951279	0.953874169266	0.508961206398	0.966016507748	0.96898474785	0.967874799611	0.115008733965	0.785776144755	0.2373395915	0.866117895459	0.879992049218	0.87499366467	1342548	18114	10146	56.011924	158.754188948	-1.68124957285	0.227225376356	-19.8192397921	-1.23926871064	0.119167194766	173.524538139	-1.64648572376	0.171436347257	-23.8740359113	-1.13843457803	0.0784807359992	-0.0825330152824	-0.207664642145	0.940019364233	-0.117354189596	1.02747793366	-0.141363552091	-1.65829644712	-1.23443369993	-1.64366407219	-1.13220551286	-1.66978199854	-1.23519036082	-1.6677419711	-1.13104852423	247.886964448	-1.65037301339	0.202741999419	1.46779463437	-1.63950782857	-1.68851023064	-31.3903625868	-1.14274534231	0.243551676619	-0.185869417855	-1.12687523142	-1.12705040111
UW	HepG2	CTCF	0.373634485619	0.832848912333	0.878772807848	0.684692020513	0.909443168481	0.913179581041	0.911358886961	0.474484819533	0.429955554906	0.32364411464	0.616679542863	0.635793589314	0.62727118608	565933	55733	44323	79.52739	154.574700443	-1.68748405597	0.538568084486	-16.0378115089	-1.75861656581	0.646085836628	304.932128301	-1.68808516651	0.528932979482	-27.7159026276	-1.68748478114	0.815545034409	-0.579805315043	-0.700852503051	0.915271669992	-0.0949634997237	1.80557191768	-0.164112111559	-1.66534602571	-1.7560545095	-1.68086027429	-1.68378387771	-1.64482207219	-1.7609652203	-1.67004973625	-1.68743837396	428.06403551	-1.67672577303	0.55751542992	2.53466371613	-1.66911417689	-1.66492149804	-35.8175410145	-1.6704977335	0.95574794432	-0.21208374	-1.65850697379	-1.66058753416
UW	HepG2	ELF1	0.850900588737	0.656274735491	0.974097971253	0.425224307555	0.982692676711	0.984517633426	0.983871984443	0.172827954511	0.8656831785	0.140879886317	0.933995664149	0.943871884329	0.940524229045	1026618	17998	8728	48.494277	814.700060716	-1.78664093089	-0.157904636488	-47.6339604047	-1.30862730712	-0.0301021835101	475.89840358	-1.80687730918	-0.174511438198	-33.2132695269	-1.29918283883	-0.0526717308601	0.476383732697	-0.592529245968	4.824022838	-0.282051424735	2.81790179986	-0.196663261055	-1.83777093594	-1.31662374049	-1.87129741816	-1.30546606906	-1.87186354353	-1.31568571755	-1.9235512743	-1.30579584262	662.568936025	-1.82538679694	-0.193810373332	3.92322013125	-1.8840271809	-1.94888452293	-43.3607746886	-1.29975368024	0.0370689866503	-0.256748928173	-1.29980349264	-1.30171750099
UW	HepG2	GABP	0.83201304335	0.695215701923	0.967721452803	0.426515074627	0.978046315387	0.980282533839	0.979405757452	0.255005279395	0.838441930416	0.0952424325424	0.921629708949	0.934696564764	0.929367233318	181503	10105	4722	46.729342	1544.09188544	-1.51029497104	-0.03249658453	-70.5734181751	-1.08687008509	0.351549727647	963.636383879	-1.52039915861	-0.0197113938558	-50.7384314341	-1.05719706527	0.360237092082	0.00913462668533	-0.593024929743	9.14291636703	-0.417881128833	5.70590840422	-0.300433698001	-1.53903676712	-1.09027310896	-1.55483973224	-1.06051569589	-1.56692810321	-1.09487823899	-1.58865862973	-1.065643663	1185.97236593	-1.50155323344	0.0111873755642	7.02240990808	-1.52868620166	-1.56914727976	-60.9421371514	-1.05218296326	0.52071477061	-0.360852141286	-1.0500094796	-1.05668128412
UW	HepG2	JUN	0.572427748325	0.777243486617	0.74577164419	0.555334080279	0.773811025834	0.781875608043	0.778464455193	0.328042154983	0.36087630155	0.171616203202	0.438463576025	0.45518283628	0.448259977384	832374	12669	7136	56.326466	196.810325048	-1.79319938903	0.191515485936	-13.7290815027	-1.59443237055	0.218665683685	369.288620771	-1.6841597934	0.12641241051	-29.145302949	-1.30087902348	0.166721836993	-0.641982753294	-0.425673907554	1.16535833071	-0.0812929885576	2.18664122702	-0.172575913303	-1.78851836912	-1.59161779733	-1.7122485323	-1.29700522302	-1.79546054136	-1.59263562965	-1.74525419671	-1.2957425643	521.572990965	-1.6876523118	0.171883448638	3.08835133496	-1.70404971191	-1.75126858169	-38.3522393256	-1.29690327026	0.344674561068	-0.227092260473	-1.2833504698	-1.28277566177
UW	HepG2	JUND	0.902020172131	0.671834196111	0.973808413757	0.449597401327	0.986018775929	0.988317291573	0.987565572291	0.13412364931	0.821386614544	0.186110558577	0.927082049129	0.94251417641	0.937703391355	717223	21606	8490	39.29464	209.462591297	-1.66234284991	0.0635194849335	-25.0934308567	-1.19804337207	0.0616752745482	167.670226	-1.64765255134	0.0347975861939	-22.5797457435	-1.13621727037	0.0633708527544	0.108599474155	0.349588715595	1.24027525324	-0.148583864632	0.992813230882	-0.133699768043	-1.66733871565	-1.19054147138	-1.66237205181	-1.13063041497	-1.69036037823	-1.19159770836	-1.6996929452	-1.13180795159	226.715026605	-1.65793520929	0.0396298483813	1.34243081447	-1.6666693449	-1.72589725237	-28.8650818982	-1.14264675633	0.18302118535	-0.17091666125	-1.12990790926	-1.13337947732
