LAB	CELL	FACTOR	BIAS_PEARSON	PWM_AUC_ALL	TC_AUC_ALL	FOS_AUC_ALL	HINT_AUC_ALL	HINT_BC_AUC_ALL	HINT_BCN_AUC_ALL	PWM_AUC_10	TC_AUC_10	FOS_AUC_10	HINT_AUC_10	HINT_BC_AUC_10	HINT_BCN_AUC_10	NUMBER_MOTIFS	NUMBER_PEAKS	NUMBER_PEAKS_with_MOTIFS	PERC_PEAKS_MOTIFS	TC_AVG_CHIP_UNCORRECTED	FOS_AVG_CHIP_UNCORRECTED	PROTECT_AVG_CHIP_UNCORRECTED	TC_AVG_CHIP_CORRECTED	FOS_AVG_CHIP_CORRECTED	PROTECT_AVG_CHIP_CORRECTED	TC_AVG_DNASE_UNCORRECTED	FOS_AVG_DNASE_UNCORRECTED	PROTECT_AVG_DNASE_UNCORRECTED	TC_AVG_DNASE_CORRECTED	FOS_AVG_DNASE_CORRECTED	PROTECT_AVG_DNASE_CORRECTED	MDC_UNCORRECTED	MDC_CORRECTED	NORM_TC_AVG_CHIP_UNCORRECTED	NORM_TC_AVG_CHIP_CORRECTED	NORM_TC_AVG_DNASE_UNCORRECTED	NORM_TC_AVG_DNASE_CORRECTED	FOS_AVG_CHIP_UNCORRECTED_GAP5	FOS_AVG_CHIP_CORRECTED_GAP5	FOS_AVG_DNASE_UNCORRECTED_GAP5	FOS_AVG_DNASE_CORRECTED_GAP5	FOS_AVG_CHIP_UNCORRECTED_GAP10	FOS_AVG_CHIP_CORRECTED_GAP10	FOS_AVG_DNASE_UNCORRECTED_GAP10	FOS_AVG_DNASE_CORRECTED_GAP10	TC_AVG_FP_UNCORRECTED	FOS_AVG_FP_UNCORRECTED	PROTECT_AVG_FP_UNCORRECTED	NORM_TC_AVG_FP_UNCORRECTED	FOS_AVG_FP_UNCORRECTED_GAP5	FOS_AVG_FP_UNCORRECTED_GAP10	TC_AVG_FP_CORRECTED	FOS_AVG_FP_CORRECTED	PROTECT_AVG_FP_CORRECTED	NORM_TC_AVG_FP_CORRECTED	FOS_AVG_FP_CORRECTED_GAP5	FOS_AVG_FP_CORRECTED_GAP10
DU	HeLaS3	BRCA1	0.524652670838	0.495758344201	0.993864729593	0.492567226025	0.99731248377	0.997770573752	0.997571331013	0.0261135711995	0.947890152399	0.290637564883	0.977972604636	0.981258773183	0.979842588666	333055	8114	88	1.084545	122.626373626	-1.31147416673	-0.0593006352622	-24.2949054628	-0.827411750357	-0.430855194898	40.6087119088	-1.4759941447	0.0563096166955	-9.718310361	-0.834956406773	-0.102598745352	0.121291243305	0.50749745626	2.25964977813	-0.447684915694	0.748301235218	-0.179080382153	-1.34381105493	-0.836386920507	-1.47448577564	-0.834074708141	-1.32259906066	-0.829626732443	-1.46542070493	-0.830955883368	65.2176702863	-1.38369286682	0.0426817700157	1.20177323878	-1.38163984489	-1.41966897096	-14.3946374127	-0.831019446051	-0.0675479346947	-0.265251579037	-0.825675173612	-0.82386536244
DU	HeLaS3	CEBPB	0.780834642694	0.625390005618	0.883669293775	0.572907351021	0.905177928971	0.912781659256	0.909905966	0.130313076725	0.554145872236	0.261050691109	0.664030785375	0.695188638042	0.684024426729	1342548	61004	26770	43.882368	17.7826466539	-1.71734452194	0.315503320363	-4.05560545744	-1.3915956827	0.145923618607	41.9920661715	-1.51872720929	0.516794507077	-10.1054271237	-1.14250506974	0.205516694655	-0.451877516635	-0.573514019076	0.327682800835	-0.0747330912682	0.773792457542	-0.186213825645	-1.68016233575	-1.38397396224	-1.46228979522	-1.13097272225	-1.68231588876	-1.38457064026	-1.44726953546	-1.13004540584	62.3721196274	-1.42050903686	0.684125482658	1.1493379614	-1.36955562077	-1.38630322157	-13.9007780886	-1.13963507013	0.40062495455	-0.256151178534	-1.11697027992	-1.11621233961
DU	HeLaS3	CTCF	0.208417231085	0.838789063996	0.919517320801	0.611652290321	0.943496851972	0.945083665505	0.944240073919	0.488010667995	0.569817999536	0.26779384007	0.732507097617	0.745444291735	0.740514276351	565933	52783	38397	72.745013	54.4300679367	-1.92902986363	0.437761655332	-11.3202224814	-1.71993887681	0.703922101056	58.6780512836	-2.04775605596	0.220423866685	-12.9766915557	-1.74486099707	0.477239001443	-0.473952980756	-0.692864517355	1.00298889464	-0.208598994344	1.0812669546	-0.239122933571	-1.97275363576	-1.72271301872	-2.08512149808	-1.74694762825	-1.99978800797	-1.7254952677	-2.10980275358	-1.74718451327	88.6253034257	-1.9870288872	0.298526733551	1.63310828903	-2.03648454182	-2.09092051472	-18.42829305	-1.70391722013	0.688660824068	-0.339580198536	-1.70092754125	-1.70370457427
DU	HeLaS3	E2F4	0.589728584283	0.620514543764	0.961525437015	0.515187121482	0.982162032158	0.989135996299	0.98581679561	0.102734104457	0.643724765171	0.140402084779	0.835383577783	0.902173114856	0.870251984967	173646	2831	1397	49.346521	155.490996399	-1.40486421715	-0.0127678067699	-29.4531907609	-1.05408110387	0.259148277168	78.5731686445	-1.58922159037	0.00142427630486	-16.6359921934	-1.09366374177	0.285848079343	-0.163580208007	-0.771617991623	2.86524982452	-0.542737210602	1.44787648729	-0.306553272001	-1.45875638668	-1.06200574173	-1.61200792109	-1.0918853832	-1.49293678908	-1.06341669131	-1.63380950491	-1.09262886698	117.085424204	-1.49225490419	0.0194945776601	2.15754608899	-1.52363177179	-1.57199885121	-23.4927292005	-1.06678708391	0.453581613979	-0.4329031248	-1.06113359251	-1.06408617573
DU	HeLaS3	E2F6	0.703452160018	0.664473579185	0.989462767197	0.489987313381	0.997929482277	0.998221363576	0.998096619872	0.176264950097	0.900295730167	0.174231953673	0.983539844709	0.986006753428	0.984905786932	1051116	4775	1457	30.513089	138.144859813	-1.41285756923	0.0463440562196	-26.4296994713	-1.06925438669	0.250471690998	55.1430482044	-1.6576529083	-0.0434596028529	-12.3142533702	-1.1300840184	0.153587583137	-0.00213323250539	-0.686309331156	2.54561064309	-0.4870230015	1.01612706105	-0.226916111707	-1.44233521566	-1.07289786977	-1.68602529409	-1.12821007912	-1.47653599929	-1.07375438217	-1.71036522143	-1.12708668632	98.8799816519	-1.58214498554	-0.123953101255	1.82207238128	-1.63406197012	-1.70151489733	-20.3067301429	-1.10978493254	0.274588768792	-0.374194367043	-1.10367577111	-1.10439187367
DU	HeLaS3	ELK1	0.354484864291	0.60793475916	0.988478735479	0.599641629338	0.997212692586	0.998246621602	0.998126258437	0.0759348087598	0.888327594182	0.245277386679	0.974485711676	0.98415938141	0.983034450479	100691	4809	1892	39.342899	192.831639417	-1.21476239449	0.464630076695	-34.6752244793	-0.968740001368	0.823472449497	93.7397201106	-1.43771910449	0.148744386139	-18.7043597629	-1.048317505	0.369174979182	-0.347069995996	-0.818522396531	3.55332999207	-0.638964204716	1.72735221214	-0.344667310453	-1.23430562968	-0.970304645905	-1.47183680621	-1.05395904736	-1.29247462142	-0.986745583518	-1.51827078569	-1.0625766379	138.449444383	-1.33167293	0.231647088815	2.55122325673	-1.37280222453	-1.4460386469	-26.3453891172	-1.01122499678	0.594564129836	-0.48546940526	-1.01317117312	-1.02618391139
DU	HeLaS3	FOS	0.449782798962	0.627630733828	0.977081077236	0.702873174777	0.991922172704	0.993209967479	0.992746441415	0.0956311368301	0.796377400402	0.402733746333	0.935562161236	0.947103986363	0.943089481544	762222	9325	6900	73.994638	80.2394344786	-1.20381698654	0.84986701611	-16.586838619	-1.02635119678	0.918020999143	58.3805650858	-1.33852419602	0.58709646705	-12.9029286213	-1.07295357257	0.579681978476	-0.622712190189	-0.578977146339	1.47858095249	-0.305647513639	1.07578514346	-0.237763695804	-1.18007390529	-1.01250269521	-1.32096105176	-1.06083358365	-1.22847963016	-1.02927106033	-1.36376862293	-1.07129807395	77.2656268921	-1.27587288233	0.711492118872	1.42378227049	-1.25896281069	-1.33138425972	-16.2109612205	-1.0557084574	0.799192338073	-0.298721179156	-1.03696500417	-1.0522552329
DU	HeLaS3	GABP	0.405741792188	0.710700008568	0.981932478572	0.620857204119	0.990765745791	0.991650447491	0.991469000155	0.272582381286	0.878006277333	0.24519186472	0.957114448676	0.964349363928	0.963349366367	181503	6761	3571	52.817631	175.240744797	-1.18097584284	0.348585750777	-31.7519220557	-0.994308061529	0.647625193344	87.7627947242	-1.43675375901	0.110179488137	-17.6998224854	-1.06747490646	0.30448274887	-0.497050598441	-0.60621903097	3.22918062723	-0.585096186952	1.61721474559	-0.326156590701	-1.22442359968	-1.00066080684	-1.47576840937	-1.07176935507	-1.26987698774	-1.0100496022	-1.51423466305	-1.07733664843	134.191882901	-1.32559258666	0.170149008056	2.4727686994	-1.37474339415	-1.43901419411	-25.7071671102	-1.03080521807	0.499077648905	-0.473708817599	-1.03250362926	-1.04128232676
DU	HeLaS3	JUN	0.54198796637	0.63229190337	0.957745980715	0.617561257459	0.971546608061	0.973705115823	0.972821630906	0.121651493005	0.767486880604	0.351410369598	0.867019679207	0.878522578802	0.874005783586	832374	21903	3302	15.07556	56.6228557013	-1.51663969557	0.635624388434	-12.0861992477	-1.29534454053	0.535928217272	50.3136374242	-1.62349151188	0.398708341958	-11.4618397558	-1.30541582982	0.246778848972	-0.598746195757	-0.62176697763	1.04339563781	-0.222713733113	0.927134973338	-0.211208591556	-1.49019223063	-1.2837044829	-1.60038506597	-1.29662904145	-1.51159432373	-1.29223215615	-1.61197414048	-1.29819401826	85.8550289513	-1.51962224085	0.567692859884	1.58206013425	-1.51013554614	-1.56302625475	-17.9560031234	-1.27665654482	0.489097012093	-0.330877259713	-1.25901968765	-1.26423496948
DU	HeLaS3	JUND	0.485269302511	0.698701926956	0.928012470472	0.64650637772	0.948231433648	0.951405586616	0.950026973128	0.159173945303	0.642408181572	0.318705860799	0.781316296991	0.798822097937	0.791481745904	717223	31633	21182	66.961717	51.7369653642	-1.37806791075	0.608698857035	-11.0032579182	-1.14740438281	0.642422171084	59.1069434447	-1.33865352056	0.580928724118	-13.0225237482	-1.07012272179	0.594801176294	-0.611170058143	-0.574118951273	0.953362795045	-0.202758253207	1.08917019799	-0.239967488463	-1.35940737018	-1.13596230219	-1.32305137877	-1.05798675876	-1.40994808187	-1.14903954129	-1.36799830135	-1.0687719899	78.1650164253	-1.27439805489	0.709239162923	1.44035542111	-1.25959660353	-1.33446799253	-16.3611937551	-1.0522396165	0.816823402697	-0.301489530722	-1.03356309554	-1.04928629352
