FACTOR	PEARSON	PVALUE	PEARSON_MOTIFLEN	PVALUE_MOTIFLEN
ARID3A	-0.113686145357	0.260070702246	-0.15690142956	0.391121398156
ATF1	0.314206892107	0.00145455665765	-0.0378825770633	0.798235327345
ATF3	0.294527210976	0.0029344892452	-0.212965596123	0.212374272923
BACH1	0.0354287515027	0.726381372878	-0.17203762958	0.242308729814
BHLHE40	0.0862906113128	0.393298375157	-0.241061150041	0.134014660141
CCNT2	-0.186114269296	0.0637424333392	-0.180870708344	0.182198124137
CEBPB	0.045803233656	0.650900645945	0.131415128767	0.418917250912
CTCF	0.404181707809	3.04083484762e-05	0.352762209972	0.00766201244411
CTCFL	0.41140542055	2.11674573283e-05	0.345252693902	0.00915978677676
E2F4	0.138577259791	0.16913328794	0.0571112770283	0.726311988575
E2F6	-0.120588600272	0.232051170136	-0.200641631841	0.214457871729
EFOS	-0.203079273117	0.0427208946159	-0.333523188265	0.0354539579937
EGATA	-0.128829461837	0.20145111814	-0.137865345671	0.350069773938
EGR1	0.593387114827	7.72396707625e-11	0.37106561515	0.00941851154973
EJUNB	-0.237243271211	0.0174710290951	-0.495165476674	0.00116029920623
EJUND	-0.17798912731	0.0764461646246	-0.33294470022	0.0357936672468
ELF1	-0.26535735276	0.00762531081562	-0.292145979675	0.0543166856388
ELK1	-0.218706363768	0.0288079110688	-0.225668073239	0.161474814308
ETS1	-0.259987243737	0.00899432212388	-0.28080474807	0.0532009735659
FOS	-0.197021020874	0.0494440000611	-0.330884650864	0.0370251054845
FOSL1	-0.205288042054	0.0404672222462	-0.337998086306	0.0329143573133
GABP	-0.293846641665	0.00300403753842	-0.315716880407	0.0471962460871
GATA1	-0.211928359544	0.0342814156922	-0.20054642348	0.214679995119
GATA2	-0.143550361245	0.154201481921	-0.152906952292	0.299473710837
IRF1	-0.355285648752	0.00028642258242	-0.339827704727	0.00789598876725
JUN	0.115793869677	0.251280609667	-0.241182644194	0.114760862104
JUND	-0.190271687174	0.0579394024875	-0.337386674447	0.0332522648368
MAFF	-0.0481975948063	0.633936729862	-0.2759014029	0.0395683592413
MAFK	0.0694999509828	0.492024043265	-0.1906275173	0.194345283647
MAX	-0.233054860857	0.0196230975584	-0.373860304183	0.017481844519
MEF2A	-0.106466478018	0.29175509057	-0.110208095193	0.455852781154
MYC	-0.181431444603	0.070835841073	-0.336562305621	0.0337123716752
NFE2	0.213527084396	0.0329172355984	-0.0708354827246	0.632345606209
NFYA	-0.223755375947	0.0252290703376	-0.327096731214	0.0138680747346
NFYB	-0.0998733510694	0.322833677956	-0.186059007103	0.205453839113
NR2F2	-0.0814875215142	0.420259111199	-0.256348788583	0.0786214988023
NRF1	0.387915382974	6.67153503532e-05	0.33421361312	0.0350519757148
PU1	-0.272818289733	0.00602932561606	-0.286381475848	0.0484549797922
RAD21	0.401915499998	3.4009899077e-05	0.381302052841	0.00373807438199
REST	0.187469129248	0.0618015023116	0.0887761812794	0.499977301579
RFX5	-0.383343086011	8.25993926842e-05	-0.457784237703	0.00106941808175
SIX5	-0.0215686268565	0.831327491104	-0.0802477651244	0.542189865762
SMC3	0.415589049054	1.70955891916e-05	0.376048992684	0.00428642191737
SP1	0.722822620341	2.0569426282e-17	0.534195123206	0.000384683184659
SP2	0.726015010011	1.27131943769e-17	0.589341946278	1.04769750452e-05
SRF	-0.337776253684	0.000588433504247	-0.396570919268	0.00247926026386
STAT1	0.0884831180847	0.381342478917	0.0882059925628	0.588348608971
STAT2	0.059284128925	0.557940370516	0.1203732367	0.415097210436
STAT5A	0.0519896182147	0.607456563056	-0.0159805930727	0.922034444174
TAL1	-0.170066025922	0.0907174348268	-0.163502092324	0.2285647931
TBP	-0.320667143911	0.00114313607772	-0.422127863745	0.00280302503599
THAP1	-0.0293606100633	0.771833631671	-0.0152022164869	0.929877324475
TR4	-0.30286642826	0.0021923073728	-0.462150592061	0.000943506878204
USF1	0.190113526053	0.0581519697512	-0.0955497486294	0.557545264759
USF2	0.240700645188	0.0158511690613	0.0163945276325	0.92002137882
YY1	-0.0325884490483	0.747549041678	-0.03561165894	0.818485511524
ZBTB33	0.0856976891308	0.396569618679	-0.0794439287891	0.591443918059
ZBTB7A	0.359444953186	0.000239903688148	0.437577248809	0.00186981776009
ZNF143	0.0289692277711	0.774793736152	-0.038890746754	0.767977816724
ZNF263	-0.22082900945	0.0272540776264	-0.342882089237	0.00732023595903
