UW_Motif_0458_F	UW_Motif_0458_R	UW_Motif_0500_F	UW_Motif_0500_R
0.0287169986105	0.0273274664196	0.0338061465721	0.0328605200946
0.0426123205188	0.0301065308013	0.0341607565012	0.0315602836879
0.032885595183	0.0296433534044	0.0320330969267	0.0304964539007
0.0352014821677	0.0314960629921	0.0329787234043	0.0320330969267
0.0259379342288	0.0342751273738	0.0353427895981	0.0317966903073
0.0301065308013	0.0189902732747	0.0312056737589	0.0308510638298
0.0319592403891	0.032422417786	0.0340425531915	0.0312056737589
0.0194534506716	0.0296433534044	0.0313238770686	0.0335697399527
0.0305697081982	0.0254747568319	0.0291962174941	0.0320330969267
0.0314960629921	0.0259379342288	0.0293144208038	0.0326241134752
0.0375173691524	0.032885595183	0.0333333333333	0.0315602836879
0.0314960629921	0.0361278369616	0.0329787234043	0.0340425531915
0.0296433534044	0.0319592403891	0.036524822695	0.0264775413712
0.0305697081982	0.0379805465493	0.0345153664303	0.034988179669
0.0458545622974	0.0314960629921	0.0384160756501	0.0385342789598
0.0435386753126	0.0518758684576	0.0322695035461	0.0250591016548
0.0398332561371	0.0625289485873	0.0275413711584	0.0703309692671
0.0226956924502	0.0185270958777	0.0152482269504	0.0557919621749
0.0314960629921	0.0713293191292	0.0224586288416	0.0255319148936
0.0236220472441	0.0518758684576	0.0146572104019	0.0270685579196
0.0226956924502	0.00833719314497	0.0393617021277	0.0169030732861
0.00833719314497	0.0616025937934	0.0267139479905	0.0353427895981
0.040296433534	0.00463177396943	0.0310874704492	0.0362884160757
0.0148216767022	0.0282538212135	0.0335697399527	0.0345153664303
0.040759610931	0.0213061602594	0.0317966903073	0.0185579196217
0.0213061602594	0.0365910143585	0.0216312056738	0.0347517730496
0.0213061602594	0.0152848540991	0.0364066193853	0.0300236406619
0.0097267253358	0.0361278369616	0.0364066193853	0.0308510638298
0.0509495136637	0.00185270958777	0.0371158392435	0.0241134751773
0.0125057897175	0.0305697081982	0.0190307328605	0.0419621749409
0.0620657711904	0.0194534506716	0.0283687943262	0.013829787234
0.0588235294118	0.0236220472441	0.0204491725768	0.0228132387707
0.0231588698472	0.0319592403891	0.0569739952719	0.0163120567376
0.0305697081982	0.0430754979157	0.0722222222222	0.0293144208038
0.0370541917554	0.0338119499768	0.0276595744681	0.0326241134752
0.0231588698472	0.0389069013432	0.0347517730496	0.0372340425532
0.0398332561371	0.0273274664196	0.0338061465721	0.0343971631206
0.0254747568319	0.0361278369616	0.0290780141844	0.036524822695
0.0301065308013	0.0370541917554	0.0325059101655	0.0347517730496
0.0352014821677	0.0277906438166	0.0295508274232	0.0359338061466
0.0305697081982	0.0305697081982	0.0306146572104	0.0287234042553
0.0310328855952	0.0384437239463	0.0327423167849	0.0308510638298
0.0268642890227	0.0203798054655	0.0326241134752	0.0367612293144
0.0208429828624	0.0291801760074	0.0341607565012	0.0352245862884
0.0301065308013	0.0347383047707	0.0326241134752	0.0353427895981
0.0310328855952	0.024085224641	0.0330969267139	0.037706855792
0.0301065308013	0.0287169986105	0.0278959810875	0.0359338061466
0.0291801760074	0.0305697081982	0.036524822695	0.0342789598109
0.0208429828624	0.0370541917554	0.0317966903073	0.036524822695
0.0259379342288	0.0305697081982	0.0335697399527	0.0317966903073
