FACTOR	PEARSON	PVALUE	PEARSON_MOTIFLEN	PVALUE_MOTIFLEN
ARID3A	0.175424289793	0.0808539832338	0.193315585737	0.289103533527
ATF1	-0.0477640638257	0.63699459721	-0.000145181228857	0.999218607449
ATF3	0.0350235916586	0.729388748582	0.166661243876	0.33130244044
BACH1	0.21259737909	0.0337048662042	0.361600719865	0.0115599978355
BHLHE40	-0.0549704843067	0.586988884086	0.0619745659533	0.704021115409
CCNT2	-0.00644697791923	0.949241045581	0.116312620673	0.393284923574
CEBPB	0.254852537804	0.0105008373216	0.52033139338	0.000578123554003
CTCF	0.259293437899	0.00918608968041	0.249466180254	0.0637158708989
CTCFL	0.287338410398	0.00374774088546	0.230177085672	0.0878894867081
E2F4	0.286149021198	0.00390021527164	0.292555074619	0.0669634783758
E2F6	0.52139838912	2.66522634253e-08	0.551929508367	0.000222521228563
EFOS	0.484297491701	3.3037583856e-07	0.631858854263	1.22666729268e-05
EGATA	-0.174655061863	0.0822148350124	-0.133782319619	0.364658922121
EGR1	0.168476599055	0.0938196357179	0.141944743966	0.335856816111
EJUNB	0.421727967232	1.24302520775e-05	0.623528708341	1.72293274649e-05
EJUND	0.476885327451	5.27659792437e-07	0.641258903028	8.25958239367e-06
ELF1	-0.0328087699622	0.745900119039	-0.0597752647303	0.699915508124
ELK1	0.0860850137205	0.394430861716	0.0296699237362	0.85578787052
ETS1	0.3913849996	5.66143721148e-05	0.419334807469	0.00300990721365
FOS	0.456583006669	1.80082573008e-06	0.585382081253	7.25681534947e-05
FOSL1	0.462349318113	1.28092321761e-06	0.607422083306	3.23429150921e-05
GABP	0.188062859909	0.0609662553534	0.207741584554	0.198339511385
GATA1	-0.291723316589	0.00323063851622	-0.233171671671	0.147619908112
GATA2	-0.194707632617	0.0522317886768	-0.14924941895	0.31131890903
IRF1	0.387373033281	6.84382816704e-05	0.395702689834	0.0017514810929
JUN	-0.0319055295205	0.752667338996	0.0253545013679	0.870229336315
JUND	0.475813620171	5.64107018854e-07	0.640021181735	8.70771861334e-06
MAFF	0.313944459519	0.00146869830752	0.425255189364	0.0010863957267
MAFK	0.142134501694	0.158348403279	0.315878899088	0.0287335772394
MAX	0.0664264867687	0.511412924296	0.14685034809	0.36587460237
MEF2A	-0.0887941256297	0.379664504706	-0.066299626735	0.654353502449
MYC	0.175708257629	0.0803561861898	0.397462616334	0.0110962893505
NFE2	-0.0486838102842	0.630514566693	0.0516518940718	0.727348525199
NFYA	-0.0190084485829	0.85110273872	-0.0951813385131	0.485306190096
NFYB	0.0516670236445	0.609690291814	0.0785600446215	0.595589012122
NR2F2	0.405104746004	2.90463536706e-05	0.440087080837	0.00174765931039
NRF1	-0.170232565497	0.0903971455456	-0.0550402390404	0.735873804821
PU1	0.549141265158	3.29939945803e-09	0.606336637435	4.93391280381e-06
RAD21	0.250529720678	0.0119360570671	0.202017242506	0.135409931975
REST	0.124652527858	0.216577790252	0.14910154841	0.255534184359
RFX5	0.174962566671	0.0816686462653	0.207366558698	0.157293564929
SIX5	0.451791726905	2.37884559353e-06	0.622097456214	1.121833597e-07
SMC3	0.272510157411	0.00608885417555	0.221279629066	0.101224754855
SP1	0.013904049455	0.890794435331	-0.074024960979	0.649862759097
SP2	-0.0701224819762	0.488144669603	-0.200947147124	0.170836547652
SRF	0.0857852393325	0.396085575784	0.129998929417	0.339607082187
STAT1	0.437669719896	5.27490007163e-06	0.482515835152	0.00161492953283
STAT2	0.181294325743	0.0710527765785	0.187290319579	0.20241687846
STAT5A	0.331496818352	0.000754184646004	0.354412557288	0.0248443600165
TAL1	0.0648031634967	0.521809846158	0.190270918489	0.160136730154
TBP	-0.139693960054	0.165690803553	-0.056870401908	0.701026840786
THAP1	0.377833807319	0.00010639787005	0.41635945142	0.0115416395469
TR4	0.389341075446	6.23770230916e-05	0.390199824375	0.00611153581418
USF1	0.0821987096424	0.416200980108	0.140542721013	0.387044883541
USF2	0.0254705693257	0.801393383061	0.110121412119	0.49875766566
YY1	0.256305385148	0.0100536441691	0.332129456067	0.0276216101681
ZBTB33	0.104059394218	0.302863877632	0.146394722635	0.320768764062
ZBTB7A	-0.0678672997272	0.502274966519	-0.095050503963	0.520465489847
ZNF143	0.492063012395	1.99879699737e-07	0.617485458836	1.47851589471e-07
ZNF263	0.710444675914	1.2494351894e-16	0.647720985748	2.22227750068e-08
