GR_withDEX_F	GR_withDEX_R	GR_woDEX_F	GR_woDEX_R
0.0208630032501	0.0202868253939	0.0207652344157	0.0274483917796
0.0200328834007	0.0198507316351	0.0239790898423	0.0225029025224
0.020016514293	0.0198534049972	0.0241058789973	0.0215588454761
0.0209317973681	0.0209432779037	0.0174139420076	0.0155533302451
0.0201575144206	0.020768877894	0.0271551143781	0.0171037414722
0.0208625880879	0.0199321218103	0.0242956621105	0.0160579793406
0.0208385951325	0.021260183358	0.0303489205903	0.0263173646092
0.0209019510708	0.0208365698107	0.0233551880563	0.0333433930699
0.0208187365875	0.0199526741893	0.0189473931662	0.0213444992527
0.0202042165797	0.0201987284682	0.0281994273655	0.0167787313718
0.0198673297047	0.0208450377889	0.017089211015	0.0199495539737
0.0209839240151	0.0203809475105	0.0142749679362	0.0195422776228
0.0209067906692	0.0202174559379	0.0258939177054	0.0216649494098
0.020698507522	0.0220757136641	0.0182017422093	0.0179305216994
0.0210936924229	0.0194863091096	0.0212285605315	0.0223029296011
0.0203241596735	0.0199658685725	0.0269922734623	0.0197794211181
0.0196900746812	0.0200576602958	0.0234276929066	0.0124968415944
0.0246114788304	0.0468856074531	0.0197935726626	0.0515300139977
0.0196506417562	0.020481559436	0.0322283739855	0.0217145240399
0.0182791083851	0.0161135561619	0.0183755773913	0.016181563926
0.0117428707696	0.0225483382194	0.0161557853954	0.0196345359961
0.00921880188127	0.0148889540498	0.0110869318265	0.0123181582899
0.0136874947134	0.0224972411757	0.0134547114407	0.015580888127
0.00605171902104	0.0307328953396	0.0163013019672	0.0204618421039
0.0526704062786	0.0147378094655	0.0454137132027	0.0117998141384
0.00964771460179	0.00825877164465	0.0132569557808	0.00597826358039
0.0177325953638	0.0484628496552	0.0109155471339	0.0405043639893
0.0281831702613	0.00522301861205	0.0159226933609	0.0103250479388
0.0181281689207	0.0135439046912	0.0195408675565	0.0245038485418
0.0158714905677	0.0102214802511	0.0124525226202	0.0185000996101
0.0206366925535	0.0107720168215	0.0155272325267	0.0140956078637
0.013529103373	0.0186533296403	0.0171906216434	0.0156439711916
0.0190116533284	0.0203824209474	0.04524653674	0.0174210248062
0.0421040216021	0.0248226319536	0.0367535019877	0.0205169166057
0.0185768448955	0.020787610967	0.0171281533083	0.0187463801419
0.0196449847581	0.0202371469063	0.0199931806687	0.0203480003324
0.0202021404305	0.0220617200465	0.0299201396311	0.0173601854498
0.0220567719423	0.0202328651983	0.0139140944426	0.0252831091661
0.0203326512211	0.0213020645081	0.0164118946195	0.020561989387
0.0203254087035	0.0209335360917	0.0218036010816	0.0169243927971
0.0211159598284	0.0219357031049	0.0166471869106	0.0166464348408
0.0199214498096	0.0204701292907	0.0147721987557	0.0162770791252
0.01970901342	0.0205225271605	0.0193720794429	0.01676683895
0.0218840122279	0.021948993159	0.0164215921714	0.0181855658228
0.0206312161031	0.0212985856509	0.0180645785274	0.0289377341022
0.0215327948247	0.0218531971823	0.0155871092362	0.0202260760887
0.0205417778191	0.0207475832235	0.0143534148032	0.0237364955462
0.0210568909441	0.0210313744692	0.0171284952969	0.0260454217298
0.0203092913205	0.0217197282832	0.0284609577703	0.0172722558494
0.0205528562894	0.0209806217681	0.0153458268626	0.0266280488364
