FACTOR	PEARSON	PVALUE	PEARSON_MOTIFLEN	PVALUE_MOTIFLEN
ARID3A	-0.107113849855	0.288814050762	-0.241029805423	0.183876094289
ATF3	0.172881980882	0.0854212964773	-0.382698297205	0.0212434146961
BHLHE40	-0.214947598458	0.0317437917864	-0.377861859184	0.0162209903039
BRCA1	0.0863273751983	0.393096074431	0.219586957682	0.227217917822
CEBPB	-0.009716438522	0.923564222567	0.115852276767	0.476537635057
CTCF	0.505285542387	8.25113079435e-08	0.415061475409	0.00146870305328
ELF1	-0.00342723655282	0.973003485758	-0.0524674380382	0.735179679186
GABP	-0.112077233569	0.266919973455	-0.12868032672	0.428747367412
JUN	0.0538689075711	0.594516040857	-0.359050588381	0.0166872495157
JUND	-0.375864331971	0.000116350322208	-0.390698063833	0.0126813670882
MAFF	-0.423320653296	1.14321775441e-05	-0.450488951354	0.000494088016377
MAFK	-0.279483936546	0.00486183668385	-0.312983679508	0.0303112698326
MAX	-0.270213663426	0.00654918040395	-0.340479597367	0.0315717392758
MYC	-0.344998117485	0.000439459506694	-0.429156941124	0.00572222031039
NRF1	0.675460789079	1.27425577475e-14	0.495774868254	0.00114159938308
P300	0.237308827432	0.0174390334623	0.22827852337	0.118628661441
RAD21	0.500265721176	1.1595931312e-07	0.407008215408	0.0018515997313
REST	0.0800062999501	0.428784233561	0.0849381867481	0.518761424227
RXRA	-0.153021113025	0.12852629081	-0.289812989022	0.0696827776571
SP1	0.79712959617	3.38328637151e-23	0.614938902832	2.42108489155e-05
SP2	0.679857967246	7.37958297479e-15	0.645732505584	7.19712611865e-07
SRF	-0.127019808414	0.207908860614	-0.198888288067	0.141697105045
TBP	-0.434135360166	6.40292038983e-06	-0.485944968791	0.000462702402259
USF1	-0.1257858506	0.212396155618	-0.240076982274	0.135659073561
USF2	-0.023665214061	0.815210467808	-0.169369856376	0.296118371425
YY1	0.0392932189375	0.697910941498	-0.0444688012176	0.774401255376
