ATF3_F	ATF3_R	BACH1_F	BACH1_R	BRCA1_F	BRCA1_R	CEBPB_F	CEBPB_R	CTCF_F	CTCF_R	EGR1_F	EGR1_R	FOSL1_F	FOSL1_R	GABP_F	GABP_R	JUN_F	JUN_R	JUND_F	JUND_R	MAFK_F	MAFK_R	MAX_F	MAX_R	MYC_F	MYC_R	NRF1_F	NRF1_R	P300_F	P300_R	POU5F1_F	POU5F1_R	RAD21_F	RAD21_R	REST_F	REST_R	RFX5_F	RFX5_R	RXRA_F	RXRA_R	SIX5_F	SIX5_R	SP1_F	SP1_R	SP2_F	SP2_R	SP4_F	SP4_R	SRF_F	SRF_R	TBP_F	TBP_R	TCF12_F	TCF12_R	USF1_F	USF1_R	USF2_F	USF2_R	YY1_F	YY1_R	ZNF143_F	ZNF143_R
1.04156072109	1.05708186112	0.146829085826	0.164682663295	1.49435406054	0.693671043581	0.0827014430943	0.0835125632595	0.43215534901	0.378281223179	0.984492800282	0.986798387237	0.713264560179	0.868641460466	1.33498106021	1.26535522739	0.743002184924	0.765938020731	0.233503013184	0.258104805601	0.0529147803661	0.0629493452788	0.312443484709	0.349875378696	0.740865804177	0.752197068133	1.58802906028	1.43343206813	0.778008369971	0.984134989671	0.179748868864	0.195507028786	0.391424878502	0.336800384042	0.229062293443	0.220933124093	0.52118827293	0.599523400947	0.389928966245	0.466357667142	0.787504362289	0.852808765225	1.13775767016	1.1992877662	1.67096141889	1.67244108514	1.49873854693	1.39489046303	0.157775210255	0.174706118576	0.837580408631	0.838439408267	0.504861679501	0.527896505312	0.232004218026	0.248092126198	0.664345488685	0.712277712332	0.420334939751	0.432275740218	0.710898854534	0.734998421026
1.03033071972	1.05757114119	0.144750618702	0.164442369459	1.16607895261	0.890968994306	0.0809660944811	0.081798673088	0.424359904437	0.373993473649	0.983780739254	1.02457956347	0.764739536638	1.00161508853	1.29260964474	1.29025916165	0.778396653226	0.772369139278	0.233490298147	0.266180980758	0.052851297757	0.0591560875873	0.295474345235	0.353890146123	0.716010540065	0.765952240079	1.62453942657	1.41407438976	0.83695036175	0.995648384941	0.195077463861	0.200389058938	0.382447221055	0.33357427704	0.233655492099	0.219168539794	0.498712759994	0.546880418544	0.520146690494	0.408707128332	0.80500211037	0.821177479297	1.16181923549	1.1596099019	1.62663999249	1.67532581341	1.55051856738	1.35446343453	0.160563616937	0.164453353783	0.86592834397	0.791341732649	0.518898106003	0.557497208548	0.231396029328	0.246286401411	0.667689131983	0.706559003679	0.441421206764	0.435804079508	0.71960710259	0.721236669256
1.06669799538	1.02749062311	0.156848230537	0.155835637144	0.763274114645	0.779703310602	0.0760610951623	0.0872431379536	0.426706628918	0.336537743076	0.961005835009	1.0371301728	0.857446575398	0.966539670007	1.25229656957	1.2345732197	0.83611285002	0.739663784161	0.23540838192	0.270077255789	0.0552958413444	0.0576370658287	0.316770908141	0.359488228649	0.738531357907	0.741716058562	1.61080055098	1.41270282599	0.902916814095	1.02049340109	0.19872288145	0.21157937252	0.383771691924	0.298875580195	0.233981238343	0.21557165469	0.579629780469	0.53668374134	0.478277594904	0.430122596821	0.853166553281	0.886319396073	1.16420037081	1.17108727369	1.60417613397	1.61386411692	1.48397359195	1.31554919175	0.163025000656	0.169491405776	0.896044495851	0.818151782268	0.545567089129	0.556151278707	0.23770461535	0.243773436707	0.686081134811	0.681143827621	0.443545369761	0.415569196518	0.750895283703	0.76108252527
1.04220713865	1.00468065743	0.153307444464	0.164343856046	1.04939481074	0.551339811354	0.0731603657364	0.0806138399003	0.421028040603	0.351665173104	0.976432422705	1.00170077791	0.724240404697	1.19917505589	1.29478434775	1.22133299137	0.810390516504	0.757433845942	0.240653882348	0.27101826406	0.0544676120221	0.0603411759094	0.300121455321	0.33498600882	0.742249793081	0.752687400913	1.54956463509	1.41293689042	0.792828672604	1.10762792115	0.198554169013	0.202040264873	0.374539527745	0.311187658701	0.226653956521	0.219561947246	0.552036407608	0.585630637236	0.425519911729	0.413987477582	0.923666522394	0.898377391504	1.15635884322	1.16596106753	1.62013349615	1.63722314557	1.43629510734	1.30988793305	0.164703598415	0.16878942812	0.896001544952	0.798691829282	0.523104934537	0.577356776021	0.238952559837	0.241769723342	0.669291933494	0.673730645541	0.425889335877	0.421902879196	0.788181900858	0.770982376188
1.01002880103	1.03417874339	0.148853717434	0.159143692304	0.779576126629	0.828930627878	0.0805359301167	0.0833447753247	0.37423708368	0.341083745191	0.996495828754	1.00751457684	0.800143542957	0.869925531736	1.24056854728	1.19137177823	0.833953718517	0.742151505958	0.240146779406	0.2650734863	0.0563894433025	0.0588541767424	0.311108717576	0.351926392361	0.739285893737	0.769761810739	1.5783085312	1.3619418178	0.946375629288	1.0647542979	0.19166475853	0.19684027209	0.331806125469	0.299538273873	0.226766070452	0.216897467053	0.542813309577	0.618149159554	0.474305286754	0.426880531849	0.862519810252	0.863339253645	1.16358052158	1.15642958202	1.55280894727	1.64706148343	1.47576184162	1.29357589046	0.173609682647	0.160161038419	0.962633688944	0.802874895214	0.54260870081	0.542884340665	0.232734648558	0.239293845968	0.65455174997	0.66408066403	0.431199156288	0.447669029227	0.751577694028	0.751347223894
1.01130350876	0.97788348591	0.153413258034	0.158557386873	0.857510345775	0.396340701713	0.0785379476147	0.087406168469	0.374499568339	0.304354599883	0.989644913969	1.01310537219	0.883076921196	1.04569013459	1.27271357763	1.22807462631	0.781852015909	0.785153608457	0.250809481936	0.275482809623	0.0546789983207	0.0614660511326	0.3134178101	0.344918392525	0.734742190391	0.735422216521	1.60774324753	1.39142419083	0.945643582426	1.17377997014	0.186574713146	0.186095806189	0.332889028069	0.266729893376	0.227830420605	0.213279134417	0.534769051827	0.656970548496	0.440537468482	0.451263038141	0.888220036156	0.847506904233	1.15868096013	1.12863141541	1.54384172212	1.44384436099	1.43054036685	1.25938304609	0.166178823983	0.17319748132	0.892957015351	0.885828269267	0.554568445833	0.547673525458	0.233729619001	0.233664112973	0.65956525728	0.629194533741	0.440908581892	0.437980445878	0.755320718357	0.760664093186
0.975568358895	0.995127336973	0.157359002291	0.143540874306	0.739323374403	0.807423200404	0.0760384065772	0.0889375706805	0.373039354659	0.301930833305	0.980241991069	0.970815819767	0.905961407958	0.996379719773	1.23430819356	1.22914435213	0.809916982731	0.782844830711	0.254018166005	0.261988981729	0.0558334892288	0.0601675383285	0.296391510309	0.349939642378	0.745844221648	0.735582495085	1.54844616335	1.42956712802	0.890500254125	1.06787934215	0.183544798583	0.184289613081	0.331223636459	0.263209438664	0.232203962311	0.213461069311	0.525907309971	0.56820627343	0.504196588487	0.420343858882	0.843007768033	0.842775674379	1.17409291353	1.15785320024	1.59938865825	1.52559719835	1.49962966899	1.24899210148	0.17473150463	0.166773565023	0.916290267256	0.93641659126	0.567770676831	0.544422690164	0.228284217999	0.237069394735	0.640886032646	0.652751894137	0.416608619424	0.431148812216	0.722307516716	0.747617419583
0.934085832584	1.00533721108	0.152585243593	0.151869578811	0.52486079181	0.379928241899	0.0785839548388	0.0842582187832	0.366030378927	0.308693159187	0.99054530933	0.988192248168	0.886120430971	0.99738279708	1.25339670961	1.21908881684	0.784450169585	0.706688913484	0.25513198693	0.269059505602	0.0598277821018	0.0600523669876	0.303191482518	0.349902536393	0.748913520116	0.743472928871	1.54392240076	1.39158592349	0.822835462583	0.932670499318	0.179138655691	0.190051010808	0.325183545754	0.272352556473	0.223565925159	0.23025194721	0.542564551061	0.599897488361	0.45270378134	0.497804903263	0.806073382523	0.878101418848	1.1396386315	1.17032905545	1.54114039081	1.59749579759	1.47516088992	1.29509492844	0.162971956874	0.175178795076	0.898796611263	0.862002578172	0.545552195912	0.549865656988	0.220375419391	0.23901754636	0.608937569707	0.650030031818	0.428956980674	0.426825302702	0.738912822279	0.770550352565
1.04749683557	1.00953461641	0.13608257975	0.142791143101	0.774218272066	0.373696485776	0.0853656216509	0.0845627877256	0.374692704334	0.315614872201	1.00405102068	1.0043995205	0.744008383688	0.950024416473	1.26126181564	1.25119288	0.805062261604	0.71502812611	0.239069596469	0.277063858764	0.0568265266451	0.0607116293347	0.308022803175	0.325986024905	0.751232442586	0.755237873411	1.53433149575	1.37113855897	0.814090741325	0.864921798275	0.178039539711	0.195779513646	0.329473238367	0.280298648765	0.22980797848	0.207630823417	0.515287237888	0.568542079223	0.448914501537	0.440679851799	0.846225896104	0.847007505528	1.1176921799	1.15889562718	1.49759623292	1.5583581673	1.43471243079	1.31650679347	0.161291050204	0.17221680823	0.940838049498	0.829523841985	0.542759608654	0.54321213491	0.245814675189	0.239118394852	0.685705027322	0.647717542777	0.415696614229	0.41567036396	0.768775968444	0.769713846069
1.14073085734	1.04547424644	0.149577537874	0.140056446227	0.924587318983	0.555114074189	0.0769034910088	0.0876334965927	0.386186965114	0.315447748719	0.972508836104	1.00806040313	0.667088730709	0.67973499196	1.27621055018	1.21806812488	0.870584613688	0.737371684717	0.239748389003	0.266712661087	0.0583934708745	0.0573601687425	0.332336830728	0.341533357536	0.735921357497	0.75428880106	1.51356612557	1.35405681632	0.759011592339	0.82029966781	0.176892537703	0.197256170207	0.342812582576	0.275727621755	0.230509310171	0.203701072911	0.607380954252	0.509392748306	0.467596252003	0.407947115425	0.798914459246	0.793612376489	1.12323317861	1.13190022505	1.60007134969	1.57652266545	1.44337102078	1.2924762001	0.16801068881	0.173232055222	0.992347417082	0.828251060824	0.567199360004	0.542174548855	0.257224140758	0.251575263957	0.723719421115	0.685548694379	0.40039433522	0.418608275387	0.730976643814	0.733236787916
