AR_10nmR_F	AR_10nmR_R	AR_1nmR_F	AR_1nmR_R	AR_R1881_F	AR_R1881_R	AR_ethl_F	AR_ethl_R
0.101949265214	0.189453302291	0.0588024966499	0.0243812732838	0.0399861768169	0.0409769125929	0.060265012481	0.0572813111758
0.0814551079796	0.11352634248	0.0529175522189	0.0345030289099	0.0437143313994	0.0412679758899	0.0593180758977	0.0584578633629
0.0632718128027	0.0467569295148	0.014047242734	0.0790872097982	0.0435052406576	0.0456764375153	0.0504423013321	0.0902479501063
0.0594354630867	0.0554220728129	0.0584151773184	0.0199981426945	0.0408892903697	0.0434068077527	0.0591865812791	0.0558236055697
0.0711389204338	0.0563644040364	0.0259089391273	0.0499319701467	0.0405414524651	0.0445238873529	0.0481489523085	0.0896583956342
0.172559455364	0.0748437413269	0.013654658853	0.0350851305037	0.0405164797877	0.0423128826748	0.0574751602843	0.0600648316543
0.0692369470874	0.112429263309	0.0555798618657	0.0310501113	0.0406979757193	0.044860658479	0.0485432249647	0.0633826810622
0.0454118575404	0.0615043058723	0.020343399729	0.0439464417062	0.0425039848939	0.0420581090559	0.0483797967223	0.0513210699357
0.0982004524004	0.0592077116289	0.0266490065311	0.0538584883035	0.041791010147	0.04296701133	0.0485510880489	0.0542780387558
0.0570582548236	0.0579989554373	0.0275387364452	0.0262638261862	0.0423851569268	0.0442289107376	0.0587519724822	0.0587783063789
0.11544899253	0.0954941662795	0.0143823104244	0.0340624008323	0.0431799502875	0.0438584110811	0.0607478403639	0.0526072140623
0.0836373855785	0.0724712784585	0.0337313863989	0.0310995675266	0.0430515047261	0.0435610366617	0.0599076936009	0.0685075269733
0.0376626445175	0.123593144098	0.068176324248	0.0518307485506	0.0436048278019	0.0407994339512	0.0552607181874	0.0590190534992
0.0823218995031	0.0715161072415	0.0446227707761	0.0919481605334	0.043247189549	0.0427851480743	0.0597925841939	0.0605453758764
0.0705557772772	0.0545802598885	0.028105172629	0.0347881827869	0.0424468026361	0.0431775396919	0.05285501365	0.0629083672208
0.0687914609808	0.11256532527	0.0193131683778	0.0963352113999	0.0453970193954	0.0375549432537	0.0627558898555	0.0492789119013
0.113390551204	0.0938111139034	0.0192498623819	0.0717926587943	0.0406978341373	0.0487031523427	0.0611564269877	0.0659398651965
0.0572864177892	0.0875170182445	0.0302553017767	0.022644448074	0.0452887715807	0.0357738705652	0.0697851889075	0.0485929957728
0.0656775268411	0.109784783346	0.0157196357213	0.209491528037	0.0402948640994	0.0609830591393	0.0512388949136	0.0737379266086
0.047877206916	0.0624861660732	0.0154291351599	0.0912618014477	0.0427880029278	0.0451615695446	0.0688827095681	0.0611265606151
0.0603289822014	0.046461960219	0.0171856754063	0.0286158494909	0.0444376669109	0.0421171862953	0.0858457924422	0.0509809093595
0.151256326803	0.105992501669	0.00801222312239	0.0341281907232	0.0270338509897	0.0624481031269	0.0400065521214	0.0817124122921
0.07354591221	0.0724612416021	0.0261043716086	0.0291006255832	0.03932561522	0.0344609231503	0.051405845116	0.046785763737
0.0912288542732	0.0641032551824	0.0227956684835	0.0193342940924	0.0606356271582	0.0340714543012	0.074260390697	0.0477399562775
0.0200082411959	0.0733490125885	0.00830018617402	0.0722768671663	0.0155913616812	0.0331890895513	0.0282994448217	0.0413608357828
0.140073473934	0.126897268154	0.0301818605631	0.0981516416723	0.0700365349626	0.0693062629783	0.0896822033875	0.0911351847809
0.0411797878831	0.0857508988642	0.020306171341	0.0152534564679	0.0310941912749	0.0164006263276	0.043448985814	0.0234358129086
0.0786345684714	0.099928759073	0.017321706898	0.0871974248235	0.0324430603959	0.0615486473498	0.0463444987576	0.069425634289
0.0512039148344	0.0344080130497	0.0261108309718	0.0287729174224	0.0327229939629	0.0399526681615	0.0411217255499	0.0503576638051
0.0944892537471	0.0366190314002	0.0896999636341	0.0274139403086	0.0607349025069	0.0275722667664	0.0826019133842	0.0349876466531
0.0748003357831	0.0473918284083	0.0174104415174	0.0591515555272	0.0399774985151	0.044405475637	0.0560979462895	0.05042642401
0.241755877594	0.0556259085746	0.0246125884624	0.0174389440814	0.0451954554621	0.0393931906978	0.0648730060252	0.0609084723344
0.0953237370528	0.0893799899591	0.0326564065051	0.0777394837433	0.0593848059293	0.0399866955268	0.0916887931631	0.041301559684
