LAB	CELL	FACTOR	BIAS_PEARSON	PWM_AUC_ALL	TC_AUC_ALL	FOS_AUC_ALL	HINT_AUC_ALL	HINT_BC_AUC_ALL	HINT_BCN_AUC_ALL	PWM_AUC_10	TC_AUC_10	FOS_AUC_10	HINT_AUC_10	HINT_BC_AUC_10	HINT_BCN_AUC_10	NUMBER_MOTIFS	NUMBER_PEAKS	NUMBER_PEAKS_with_MOTIFS	PERC_PEAKS_MOTIFS	TC_AVG_CHIP_UNCORRECTED	FOS_AVG_CHIP_UNCORRECTED	PROTECT_AVG_CHIP_UNCORRECTED	TC_AVG_CHIP_CORRECTED	FOS_AVG_CHIP_CORRECTED	PROTECT_AVG_CHIP_CORRECTED	TC_AVG_DNASE_UNCORRECTED	FOS_AVG_DNASE_UNCORRECTED	PROTECT_AVG_DNASE_UNCORRECTED	TC_AVG_DNASE_CORRECTED	FOS_AVG_DNASE_CORRECTED	PROTECT_AVG_DNASE_CORRECTED	MDC_UNCORRECTED	MDC_CORRECTED	NORM_TC_AVG_CHIP_UNCORRECTED	NORM_TC_AVG_CHIP_CORRECTED	NORM_TC_AVG_DNASE_UNCORRECTED	NORM_TC_AVG_DNASE_CORRECTED	FOS_AVG_CHIP_UNCORRECTED_GAP5	FOS_AVG_CHIP_CORRECTED_GAP5	FOS_AVG_DNASE_UNCORRECTED_GAP5	FOS_AVG_DNASE_CORRECTED_GAP5	FOS_AVG_CHIP_UNCORRECTED_GAP10	FOS_AVG_CHIP_CORRECTED_GAP10	FOS_AVG_DNASE_UNCORRECTED_GAP10	FOS_AVG_DNASE_CORRECTED_GAP10	TC_AVG_FP_UNCORRECTED	FOS_AVG_FP_UNCORRECTED	PROTECT_AVG_FP_UNCORRECTED	NORM_TC_AVG_FP_UNCORRECTED	FOS_AVG_FP_UNCORRECTED_GAP5	FOS_AVG_FP_UNCORRECTED_GAP10	TC_AVG_FP_CORRECTED	FOS_AVG_FP_CORRECTED	PROTECT_AVG_FP_CORRECTED	NORM_TC_AVG_FP_CORRECTED	FOS_AVG_FP_CORRECTED_GAP5	FOS_AVG_FP_CORRECTED_GAP10	MINSUM_TC_AVG_CHIP_CORRECTED	MINSUM_FOS_AVG_CHIP_CORRECTED	MINSUM_PROT_AVG_CHIP_CORRECTED	MINSUM_TC_AVG_DNASE_CORRECTED	MINSUM_FOS_AVG_DNASE_CORRECTED	MINSUM_PROT_AVG_DNASE_CORRECTED	MINSUM_TC_AVG_FP_CORRECTED	MINSUM_FOS_AVG_FP_CORRECTED	MINSUM_PROT_AVG_FP_CORRECTED	PWM_AUPR_ALL	TC_AUPR_ALL	FOS_AUPR_ALL	HINT_AUPR_ALL	HINT_BC_AUPR_ALL	HINT_BCN_AUPR_ALL	Boyle_AUC_ALL	Neph_AUC_ALL	Cuellar_AUC_ALL	Centipede_AUC_ALL	DNase2TF_AUC_ALL	FLR_AUC_ALL	PIQ_AUC_ALL	Wellington_AUC_ALL	Boyle_AUC_10	Neph_AUC_10	Cuellar_AUC_10	Centipede_AUC_10	DNase2TF_AUC_10	FLR_AUC_10	PIQ_AUC_10	Wellington_AUC_10	Boyle_AUPR_ALL	Neph_AUPR_ALL	Cuellar_AUPR_ALL	Centipede_AUPR_ALL	DNase2TF_AUPR_ALL	FLR_AUPR_ALL	PIQ_AUPR_ALL	Wellington_AUPR_ALL	CHIPSEQ_LAB	CHIPSEQ_ID	PWM_REPOSITORY	PWM_ID
DU	H1hesc	ATF3	0.60464540015	0.823504818594	0.984417785261	0.676745234147	0.99318933304	0.994279135985	0.993873895491	0.325755995758	0.874601949564	0.42924579525	0.951932226522	0.959993071368	0.957025613314	691899	4804	1777	36.990008	362.562725306	-1.24671966152	0.428459211859	-53.6138471896	-1.13942438383	0.469535753283	130.381717943	-1.55640666205	0.104888791174	-28.7850468868	-1.13719161319	0.0868396593625	-0.660552133801	-0.5254900597	3.28696834105	-0.486059393461	1.18203154714	-0.260963224315	-1.2796314119	-1.13878156605	-1.57613413281	-1.13575433077	-1.35763556031	-1.15329150712	-1.59839828844	-1.1373147658	264.658863805	-1.43803778194	0.163585005222	2.39937877168	-1.4712572023	-1.53582753813	-46.4815089389	-1.12960352918	0.225587340181	-0.421398113105	-1.12061015947	-1.12589969486	22.8799250082	-0.992464696178	2.47065227308	23.1050211773	-1.00247556032	0.403801070605	22.9445862885	-1.0024488182	1.08570784152	0.0281066986249	0.405963982633	0.0765562538005	0.777820162027	0.800045125877	0.796749371918	0.990374668455	0.990385242139	0.983413147734	0.989018306989	0.99203076898	0.989060362661	0.990648664075	0.990510357174	0.928425734494	0.9285248958	0.86656219402	0.914858745751	0.942599139401	0.915276101019	0.93115911516	0.929776046158	0.675020669243	0.677539676602	0.411887373018	0.536491117733	0.737317822626	0.535688241554	0.731616509487	0.702154617937	Myers	wgEncodeEH001566	Jaspar	MA0093.2
DU	H1hesc	BACH1	0.786930672381	0.646285282028	0.820402985442	0.510686529662	0.848677787973	0.859413995005	0.855432965555	0.124420305891	0.396851765777	0.16484263429	0.530486186619	0.571701960646	0.556981059381	614421	11457	2941	25.669896	52.3739105171	-1.92173294583	0.128188344227	-10.9331442457	-1.74102339018	0.00205130790304	95.5419406256	-1.84997073999	0.0776746499069	-24.7513788834	-1.536372361	-0.120883741627	-0.35115133541	0.299912626028	0.474818214204	-0.0991191220039	0.866176559693	-0.224394271966	-1.9091379635	-1.73732687192	-1.86242656442	-1.5301168751	-1.93815315467	-1.73867363366	-1.8788770722	-1.52605464955	172.886860221	-1.91097695809	-0.0288829442884	1.56738019787	-1.94587672544	-2.00911941948	-36.7211517243	-1.575272482	-0.212945627558	-0.332911396401	-1.55489253659	-1.54712340086	23.2668652796	-1.40301491059	-0.0231087738608	23.1415901297	-1.40645295221	-0.391604443048	23.0330730052	-1.41275014972	-0.794712832396	0.010850950904	0.0553075738048	0.0121194948878	0.243387085925	0.263608535847	0.258172706515	0.8359635765	0.835930638631	0.817925628108	0.83370667721	0.842608151545	0.834787339175	0.902973346345	0.836043991063	0.475044122398	0.474648547473	0.349552425154	0.456697718386	0.504877581622	0.463242723757	0.561108678231	0.475791643885	0.154199928778	0.150638935747	0.0619663565726	0.089649976652	0.2009857832	0.0891702078335	0.249506737705	0.166073780544	Snyder	wgEncodeEH002842	Transfac	M00495
DU	H1hesc	BRCA1	0.494134260188	0.526369204901	0.998299103211	0.576266714711	0.999786812395	0.999758187205	0.999843662423	0.00994875490432	0.982991032108	0.345391944912	0.997868123949	0.997581872047	0.998436624229	333055	2025	15	0.740741	356.733333333	-1.13747637805	-0.228543613046	-60.5935667323	-0.784218921447	-0.722359175742	91.777509798	-1.48857869165	0.0637425760342	-23.8160163107	-0.828096535444	-0.173826676076	-0.0857077450444	0.340043392389	3.23411948063	-0.549337043271	0.832048492772	-0.215914340221	-1.19923930469	-0.803411190486	-1.48192313549	-0.82921633341	-1.28960096664	-0.820850302228	-1.48042146518	-0.8281562504	179.989795918	-1.37390516105	-0.00222779282216	1.63177491673	-1.38011624338	-1.41014866857	-36.850661283	-0.843792719175	-0.222052747672	-0.334085521013	-0.839775149189	-0.838443010446	22.8166473584	-0.614801720319	-3.64333664645	23.1500700614	-0.608826326677	-0.577936418415	23.0318988806	-0.613587448031	-0.840604055564	5.12393410751e-05	0.0226701718103	0.000312634410918	0.149947823641	0.157391704348	0.214480243375	0.999596044519	0.999571422852	0.996517935783	0.999152253984	0.999775802706	0.998971895268	0.99978601169	0.999686724317	0.995960445192	0.995714228521	0.965179357835	0.991522539835	0.997758027064	0.989718952678	0.997860116903	0.996867243174	0.0974707440499	0.0998314858083	0.0223607941946	0.0440457274801	0.130370825984	0.0440125722636	0.150370301941	0.0933330847406	Snyder	wgEncodeEH002801	Jaspar	MA0133.1
DU	H1hesc	CEBPB	0.770830153102	0.635231299018	0.792196853326	0.50236678683	0.817934722064	0.827879971571	0.824180024711	0.161614789851	0.398383743401	0.190717079663	0.499563423939	0.530333458247	0.518984348834	1342548	15557	9720	62.479913	30.1354282536	-1.87455445728	0.0928865947798	-6.34686765094	-1.65527700549	-0.0113719919373	84.2069345749	-1.65830643083	0.237948082437	-22.2713592326	-1.17903126666	-0.100415884305	-0.124602299215	0.271209880948	0.273205687457	-0.0575402587672	0.763414186636	-0.201910587052	-1.85763680014	-1.65179283663	-1.61806038696	-1.17383895615	-1.85822476306	-1.65014591981	-1.59800824726	-1.17136318013	174.334014718	-1.60744086064	0.252366684875	1.58049999945	-1.57873691773	-1.58743600817	-36.0993969791	-1.22273460656	-0.0977880931385	-0.327274611313	-1.20095426763	-1.19194031342	23.3084441429	-1.00509690279	-0.0356680895009	23.1640738146	-1.00793174254	-0.303840333235	23.0387097903	-1.01486930201	-0.30558906256	0.02352547617	0.112994049945	0.0259209789855	0.320485048384	0.337855456488	0.332127254868	0.806266888461	0.806265411399	0.802181876407	0.797607391265	0.812367873358	0.80528047498	0.80747830187	0.806340166601	0.457971182553	0.457953847024	0.420110702821	0.399907871544	0.480356545418	0.448104727149	0.459661324167	0.458745586338	0.243359446656	0.241713442702	0.123471426588	0.14255046069	0.287646315136	0.161918094425	0.272531254789	0.254219683116	Snyder	wgEncodeEH002825	Jaspar	MA0466.1
DU	H1hesc	CTCF	0.32251716358	0.82872253679	0.906876000978	0.598157917407	0.938362832407	0.942119460366	0.940690935089	0.467364276718	0.421560310528	0.250668181009	0.625195786521	0.650949121578	0.643680831703	565933	54070	41994	77.665989	147.876085088	-1.9026380825	0.37406590922	-27.1337409598	-1.74636189515	0.678378374896	157.77815598	-2.04380096013	0.141184832443	-33.2330046392	-1.74359217138	0.468384625337	-0.515087178093	-0.733647351146	1.34063425762	-0.245992600132	1.43040574062	-0.30128809859	-1.86933310813	-1.74376589757	-2.05068020484	-1.74509895502	-1.86956493349	-1.75257185744	-2.06626510893	-1.7505925886	236.30287468	-2.05014414401	0.131873854482	2.14230535507	-2.05531290598	-2.08894081643	-43.8755884768	-1.72276595745	0.59931149315	-0.397773020231	-1.71658378487	-1.72236719368	23.1199918015	-1.78225665551	2.62174492085	23.064696303	-1.78793941695	1.78249862625	22.9682113814	-1.78394375104	2.39659735505	0.493881732269	0.427605124197	0.247459045629	0.683311272536	0.71133333154	0.706002295325	0.923436141482	0.922989242959	0.929576020215	0.938240443501	0.930543973152	0.923545953768	0.923151988759	0.923804630074	0.526893063665	0.521800340808	0.501826663534	0.629689589574	0.570920262546	0.527098050973	0.529314423284	0.529802311897	0.578916658964	0.569642232547	0.479283067156	0.608391684176	0.628032337051	0.555449244051	0.588255813634	0.590275135663	Myers	wgEncodeEH001649	Jaspar	MA0139.1
DU	H1hesc	EGR1	0.749282409459	0.719318737545	0.939749553627	0.483153350518	0.96611120276	0.974260259025	0.971360268472	0.225317535968	0.561880711769	0.109333800276	0.770541771823	0.836674474469	0.813570968021	1060314	8743	5225	59.762095	403.980152672	-1.9359862952	-0.112610687389	-60.4679797719	-1.39783228867	0.582415822399	196.078607769	-2.0806080571	-0.2018957867	-38.0816510266	-1.43747422933	0.321371861402	0.443537040114	-0.836052743911	3.66245584436	-0.548198480661	1.77763496109	-0.345245588039	-1.94667877627	-1.38988517773	-2.08532528752	-1.42800322019	-1.95115289792	-1.38725634396	-2.08464962956	-1.42248200719	305.75830413	-2.06561916333	-0.261466499451	2.7719834267	-2.07517459303	-2.09842307679	-52.4676114111	-1.42702373208	0.442908987408	-0.475667699963	-1.40980486341	-1.40403499902	22.817785921	-1.38463544075	2.80594110924	23.0207388136	-1.39437100186	1.33007329893	22.8903167017	-1.39221019286	1.98770537671	0.0265729777273	0.101469337318	0.0106017336342	0.410942340558	0.460438697368	0.4418733077	0.954170215017	0.952972471831	0.935216676609	0.941042207541	0.96092865686	0.95268462488	0.955550565001	0.954775205812	0.677952995019	0.666777882505	0.559897734748	0.649670631231	0.733428210381	0.662870502156	0.691494019655	0.683775411863	0.264778402991	0.254866218307	0.10059398503	0.163531399512	0.334469343399	0.154833710639	0.304715796522	0.252210558379	Myers	wgEncodeEH001538	Jaspar	MA0162.2
DU	H1hesc	FOSL1	0.682479958608	0.651422336193	0.990947584492	0.539650154797	0.999166298839	0.999135020967	0.999140292138	0.151191897001	0.909475844917	0.220895486279	0.991662988391	0.991350209666	0.991402921385	699220	1111	61	5.490549	280.834645669	-1.33436454023	0.450103898359	-48.8203535147	-1.20991906991	0.163025455696	99.1572826824	-1.59077946902	0.113112147298	-25.4355284651	-1.18923079812	-0.122433331876	-0.350679052132	0.433786692506	2.54602728012	-0.442601914651	0.898952998233	-0.230596724283	-1.31687252283	-1.18778695511	-1.59427762401	-1.18513886538	-1.3526833386	-1.19960820934	-1.60426958343	-1.18126349887	171.963473934	-1.57088895989	0.0627088515886	1.55900884229	-1.58544608426	-1.63344273266	-36.682515372	-1.22414100704	-0.152436326795	-0.33256112193	-1.20877446197	-1.20248882912	22.923382487	-1.01502153033	0.325791729552	23.1353876774	-1.0083231281	-0.403572136762	23.0334232797	-1.01424954846	-0.574094313235	0.000374140224313	0.0371023960599	0.000647193707771	0.26343602294	0.269439586548	0.26722459519	0.996708389682	0.996663528405	0.982147340495	0.994241897975	0.998430801413	0.995713478514	0.996933608385	0.996803541092	0.967083896817	0.966635284047	0.85984096987	0.942418979751	0.984308014126	0.957134785138	0.969336083849	0.968035410922	0.173919607954	0.147701345324	0.0362676242989	0.0698568511928	0.178871974335	0.0619843715663	0.211062485965	0.142982020098	Myers	wgEncodeEH001660	Jaspar	MA0477.1
DU	H1hesc	GABP	0.534467733279	0.743307350436	0.976407171135	0.623741877508	0.994880631776	0.996193170752	0.995969946569	0.321238541167	0.77542216442	0.228502100465	0.956544977497	0.969115807605	0.967111227652	181503	5652	2165	38.305025	451.336423841	-1.17520921034	0.409323862154	-65.6873985179	-1.0050792145	0.637377508527	200.177836294	-1.43716033894	0.135954326923	-38.199416285	-1.07382887422	0.263550533114	-0.514201024828	-0.536260118748	4.09178449074	-0.595517366414	1.81479828055	-0.346313239645	-1.20423547893	-1.00565187275	-1.4624067141	-1.07528503044	-1.25232442732	-1.01602631557	-1.48156775742	-1.08006802986	321.090727987	-1.35830714783	0.141084743422	2.91098611035	-1.39501400496	-1.43848950712	-53.6689018587	-1.06106775359	0.37006668865	-0.486558515245	-1.05875097057	-1.06439816439	22.7704670352	-0.98273378076	3.04307705638	23.019671162	-0.996048159613	1.00486205783	22.8794258864	-0.994034692591	1.59320443813	0.0776687650588	0.342599690377	0.050803996069	0.800000328346	0.823380908566	0.82163409865	0.988486970006	0.987615438026	0.973267997809	0.984442970861	0.991957940751	0.986129712095	0.989062050282	0.988779432979	0.894131646574	0.885450327452	0.766414431738	0.863742642973	0.92805482838	0.870572901873	0.899895578754	0.897069405723	0.640678300725	0.634621552891	0.341553455369	0.495600347706	0.72628519975	0.505335677296	0.687061480987	0.659750489271	Myers	wgEncodeEH001534	Jaspar	MA0062.2
DU	H1hesc	JUN	0.761913346455	0.668420520673	0.985152190176	0.639091946727	0.993894707865	0.99534459387	0.994867954775	0.135065199416	0.873342511832	0.444310284791	0.952290425632	0.964002638305	0.960244972022	832374	2148	646	30.074488	288.15885947	-1.38347127003	0.785875857548	-47.1972189552	-1.31817946836	0.661086644754	117.897466828	-1.68579607463	0.256619441891	-27.0526372663	-1.35262234088	-0.0256225914434	-0.616820630432	-0.558506003681	2.61242809081	-0.427886690117	1.06885019861	-0.245257319712	-1.34728355977	-1.3021157965	-1.66047129417	-1.34506365416	-1.36972275478	-1.30905133489	-1.65794068913	-1.34057932114	245.661667147	-1.60828468276	0.369740645123	2.22715151383	-1.59313781815	-1.63127319263	-44.4960533341	-1.35979036405	0.0939882422745	-0.403398111285	-1.33839969745	-1.33271111911	22.9380977115	-1.19167319771	3.2141947519	23.1207270819	-1.2050873404	0.108862119395	22.9625862903	-1.20711876388	0.714802206392	0.0023803925538	0.162463143771	0.0509916420034	0.558368138138	0.6039509569	0.604628845359	0.991097122586	0.991067958923	0.980047684463	0.98907804542	0.992712771126	0.988181166642	0.991369255937	0.991224282769	0.928147471821	0.927852062658	0.826723440426	0.908330205721	0.942263505208	0.899089844345	0.930865032793	0.92941530112	0.443172802885	0.435399040313	0.175537555212	0.263804284511	0.525368950958	0.227983929944	0.526846319886	0.484914284671	Snyder	wgEncodeEH001854	Jaspar	MA0488.1
DU	H1hesc	JUND	0.807218901808	0.703095949861	0.935296279524	0.48091538854	0.957527252379	0.963864131703	0.961628041501	0.156471967356	0.61195304613	0.211145230062	0.773233035939	0.812647285149	0.799089818476	717223	9550	3784	39.623037	85.5983984799	-1.69897699159	0.0626291178888	-17.7563923415	-1.45457089471	-0.0626898005053	99.2063317137	-1.59078780175	0.117449188375	-25.4456656742	-1.19107243647	-0.12393407484	-0.238637804415	0.779804578571	0.7760291012	-0.160978212607	0.899397673324	-0.230688627512	-1.7024630889	-1.44788498774	-1.59337653727	-1.18671704408	-1.7266763989	-1.44509979707	-1.60252379197	-1.18261814806	171.991752817	-1.56403749284	0.0759524370945	1.55926521667	-1.57752222765	-1.62441961279	-36.7040044517	-1.2254155729	-0.147565564476	-0.332755940425	-1.2096454125	-1.20339508343	23.205006189	-1.00793796661	-0.245458950853	23.1352957741	-1.00847108418	-0.40377286766	23.0332284612	-1.0143956847	-0.554522302944	0.0243131330052	0.20946987389	0.0292302069716	0.56910029148	0.603382416314	0.59000506083	0.9485255568	0.948503048533	0.943243447603	0.941939208222	0.953422203965	0.944934027567	0.94886077899	0.948668359434	0.710964705818	0.71069290611	0.650502404908	0.654884667344	0.745309222324	0.675765541296	0.714027214776	0.71234652753	0.430102604413	0.422731331104	0.246368929163	0.289986747846	0.502249420258	0.267100562119	0.469795031079	0.442185940195	Snyder	wgEncodeEH002023	Jaspar	MA0491.1
