UW_Motif_0458_F	UW_Motif_0458_R	UW_Motif_0500_F	UW_Motif_0500_R
0.755703024057	0.850892814176	0.79808315623	0.903309881804
0.789371187493	0.85418170028	0.828841141826	0.915699097308
0.827913064034	0.867740468243	0.838036341589	0.927215861022
0.805662883562	0.906205776791	0.848873038847	0.926479570886
0.813582582505	0.868152051245	0.850615469749	0.926690722548
0.824004548209	0.857347212044	0.866084020027	0.913218062411
0.80896409555	0.862525307899	0.884180369703	0.9236507804
0.841859761837	0.866845040539	0.883935152127	0.903992538164
0.842589877087	0.863686516856	0.864178701602	0.90405117001
0.819732452987	0.873958969527	0.864933440776	0.898407083909
0.814388014665	0.884355699128	0.849821361128	0.903177872156
0.809238497145	0.891481718033	0.849339693661	0.904389630864
0.816436498649	0.853009520595	0.851127419412	0.908175924741
0.798710451266	0.877840781602	0.862620428322	0.902665058552
0.798762038807	0.871939274788	0.863368066239	0.873318103362
0.797994278559	0.835205676481	0.917799422761	0.694663214938
0.783047780801	0.847758829899	0.740676243796	0.926855708607
0.852855263954	0.647829816133	0.733591449514	0.548515221153
0.666522256629	0.830999012752	0.609363303615	0.923883056532
0.774868998715	0.499999419744	0.58427660382	0.807553503104
0.582903515225	0.677135666174	0.744996031106	0.995621914881
0.647280471056	0.562739683339	0.904481038977	1.14981125234
0.484230248294	0.577810710552	0.993361058135	1.13109930553
0.504947914603	0.601731168371	1.00397012781	0.924441336902
0.638466703363	0.544139094456	1.07471224927	0.912370473751
0.509133635083	0.620740046399	0.892228820736	1.09566684281
0.645397824203	0.495763737231	0.901594921956	1.01944876169
0.567114715627	0.448688296558	1.11680775606	1.00920710694
0.517100346806	0.615288930788	1.1135453322	0.942323053821
0.653473474778	0.572225823719	0.964376308347	0.74233089686
0.470418690135	0.765506811014	0.780346577268	0.600761173045
0.76862460272	0.667681388919	0.860074115027	0.619562069512
0.631273415694	0.83180963471	0.528256571499	0.724669517672
0.785749506069	0.830364465813	0.881247125541	0.756535823154
0.769167194018	0.821297125927	0.674306549315	0.920555994728
0.795503938587	0.815261136765	0.808396544768	0.893378165936
0.802639751348	0.844929209627	0.867201925531	0.876639397919
0.823639212545	0.851358101238	0.89684006601	0.886966639335
0.843588010046	0.856052403806	0.866538165075	0.883044396549
0.870202953222	0.859166722374	0.876208481737	0.893872171951
0.857083211401	0.857105401351	0.867506044636	0.890157959575
0.86896582023	0.823474686358	0.86994618154	0.891999010194
0.821271525543	0.859887960188	0.891003281666	0.883109075755
0.864262786127	0.836023471384	0.887770340465	0.88264724017
0.826201557176	0.834372069203	0.888693393457	0.863682662117
0.795426846847	0.855407815321	0.897740649144	0.854748651451
0.854306386498	0.863460440685	0.859406094499	0.846465641352
0.826787120102	0.874901683337	0.866848759486	0.825157074512
0.853963008066	0.87191362378	0.867251620127	0.825420602504
0.857398276537	0.846889585228	0.871359186797	0.838957993564
