symbol_clean fold de h1 k562
 TTLL10  -0.00902964550264329 0 5.52112944444444 5.5120997989418
 B3GALT6  0.558376878306881 0 6.11384855555556 6.67222543386243
 SCNN1D  0.26788242063492 0 5.66342805555556 5.93131047619048
 PUSL1  0.451500171957671 0 6.92363461111111 7.37513478306878
 VWA1  -0.752399246031742 0 8.39128972222222 7.63889047619048
 ATAD3C  0.287095595238094 0 4.14421183333333 4.43130742857143
 ATAD3A  0.178612716931223 0 8.32153738888889 8.50015010582011
 CALML6  -0.122223428571428 0 5.09882111111111 4.97659768253968
 PRKCZ  -2.4361252037037 -1 8.02073338888889 5.58460818518518
 SKI  -0.109717224867723 0 8.01486838888889 7.90515116402116
 RER1  0.882628875661375 0 8.21505227777778 9.09768115343915
 PLCH2  0.492888664021164 0 5.42442838888889 5.91731705291005
 C1orf93  -0.834738256613756 0 8.08149805555556 7.2467597989418
 ACTRT2  0.0275570396825389 0 5.09006461111111 5.11762165079365
 PRDM16  0.31160416931217 0 5.48775111111111 5.79935528042328
 ARHGEF16  -1.09488716137566 -1 6.3715925 5.27670533862434
 TP73  0.0116601137566112 0 6.09278805555556 6.10444816931217
 TPRG1L  -0.56724935185185 0 7.63515038888889 7.06790103703704
 CCDC27  0.28626524074074 0 4.90597516666667 5.19224040740741
 DFFB  0.760760312169315 0 5.85510677777778 6.61586708994709
 AJAP1  -1.54781504761905 -1 5.05338466666667 3.50556961904762
 KCNAB2  0.384808539682542 0 6.15858577777778 6.54339431746032
 RNF207  0.557522555555559 0 5.37341411111111 5.93093666666667
 RNF207  1.10911221428572 1 5.54253794444444 6.65165015873016
 C1orf211  -0.678644690476188 0 5.77792761111111 5.09928292063492
 LOC100130071  0.237004161375661 0 6.16266027777778 6.39966443915344
 ESPN  -0.164342637566137 0 7.00203938888889 6.83769675132275
 TAS1R1  0.563129711640213 0 3.93952672222222 4.50265643386243
 ZBTB48  1.0515273015873 1 5.31803622222222 6.36956352380952
 PHF13  -0.0542847539682532 0 7.60893027777778 7.55464552380952
 THAP3  0.483815055555555 0 3.79270705555556 4.27652211111111
 CAMTA1  -1.47052226455026 -1 5.02975711111111 3.55923484656085
 VAMP3  0.349301171957674 0 7.75914905555556 8.10845022751323
 PER3  -0.137408917989418 0 6.63428038888889 6.49687147089947
 PARK7  0.648870616402121 0 8.88715994444444 9.53603056084656
NA 0.343831169312166 0 9.51361211111111 9.85744328042328
NA 0.133595417989421 0 11.5469366666667 11.6805320846561
NA 0.703155873015875 0 11.0053377777778 11.7084936507937
NA 0.768007043650792 0 10.3149404166667 11.0829474603175
NA 1.06504483068783 1 7.91733355555556 8.98237838624339
NA 0.402486177248676 0 8.74998661111111 9.15247278835979
NA 2.38960353174603 1 4.12318472222222 6.51278825396825
NA 0.564138886243386 0 3.14741072222222 3.71154960846561
NA 1.5398737037037 1 2.56449766666667 4.10437137037037
NA 1.08355187566138 1 3.46407016666667 4.54762204232804
NA 0.440685055555557 0 10.3496442777778 10.7903293333333
NA 0.220008642857142 0 2.62196516666667 2.84197380952381
NA 1.35560465343915 1 2.92614405555556 4.28174870899471
NA 0.224984380952381 0 1.95096088888889 2.17594526984127
NA 0.0947366825396823 0 1.73846433333333 1.83320101587302
NA 0.0253761825396825 0 6.46440505555556 6.48978123809524
NA 0.269368902116403 0 2.0369365 2.3063054021164
NA 0.70401024074074 0 4.51491894444444 5.21892918518519
NA 1.93498866137566 1 3.38259288888889 5.31758155026455
NA 1.66305077380952 1 3.46730263888889 5.13035341269841
NA 0.606221408730159 0 2.22017408333333 2.82639549206349
NA 1.15433346560847 1 3.49043566666667 4.64476913227513
NA 0.417924977777778 0 1.37418526666667 1.79211024444444
NA 1.49229648148148 1 2.93742444444444 4.42972092592593
NA 1.96415582804233 1 2.3099845 4.27414032804233
NA 0.36000829100529 0 3.98390877777778 4.34391706878307
NA 0.12901116931217 0 6.97116966666667 7.10018083597884
NA 0.519706711640209 0 8.71011327777778 9.22981998941799
NA 1.68382640740741 1 2.59262411111111 4.27645051851852
NA 0.0170353968253956 0 12.9986588888889 13.0156942857143
NA 0.094481558201057 0 3.61664105555556 3.71112261375661
NA 0.73988846031746 0 2.67389922222222 3.41378768253968
NA 1.6733373994709 1 2.81484294444444 4.48818034391534
NA 1.00831023280423 1 2.79928944444444 3.80759967724868
NA 1.5760707037037 1 3.98061322222222 5.55668392592593
NA 0.478778375661378 0 5.674513 6.15329137566138
NA -0.106137354497355 0 11.9749755555556 11.8688382010582
NA 1.05566342592593 0 2.6835645 3.73922792592593
NA 0.0300083597883587 0 7.12832033333333 7.15832869312169
NA 0.217749568783068 0 8.49331838888889 8.71106795767196
NA 0.833164751322751 0 2.38044088888889 3.21360564021164
NA 0.256921801587302 0 1.93507816666667 2.19199996825397
NA -0.196455084656084 0 2.84238788888889 2.6459328042328
NA 0.412262066137566 0 4.38146972222222 4.79373178835979
NA 0.115661722222221 0 7.56307927777778 7.678741
NA -0.0589558981481453 0 9.00852263888889 8.94956674074074
NA -0.172598051587301 0 2.23040108333333 2.05780303174603
NA 0.539984492063492 0 1.78619022222222 2.32617471428571
NA 0.137302166666666 0 6.47102727777778 6.60832944444444
NA 0.608855563492063 0 2.30491294444444 2.91376850793651
NA -0.096402224867723 0 7.50990583333333 7.41350360846561
NA 1.55024324867725 1 3.17215288888889 4.72239613756614
NA 0.813338605820106 0 2.87791727777778 3.69125588359788
NA 0.166869772486772 0 10.8898561111111 11.0567258835979
NA 0.455735687830686 0 11.2700194444444 11.7257551322751
NA 0.755414907407409 0 6.21865316666667 6.97406807407407
NA 1.03023428042328 1 4.93519277777778 5.96542705820106
NA 0.600615574074074 0 5.20467872222222 5.8052942962963
NA 0.302596144179893 0 6.24724375 6.54983989417989
NA 0.383924439153439 0 2.99136777777778 3.37529221693122
NA 0.405530452380952 0 4.12618627777778 4.53171673015873
NA 1.21653051322752 1 3.47512855555556 4.69165906878307
NA 1.44040299206349 1 2.6795285 4.11993149206349
 CA6  0.0775964814814807 0 2.98323377777778 3.06083025925926
 H6PD  0.347682277777778 0 4.6978315 5.04551377777778
 SPSB1  -1.28092627910053 -1 5.61954030555555 4.33861402645503
 SLC25A33  1.06362138624339 0 5.96196666666667 7.02558805291005
 PIK3CD  -0.0128377632275152 0 6.73233636111111 6.7194985978836
 NMNAT1  2.02669364285714 1 2.93569305555556 4.9623866984127
 RBP7  -1.93225975925926 -1 4.81102316666667 2.87876340740741
 UBE4B  -0.165657552910053 0 9.39490572222222 9.22924816931217
 KIF1B  -1.15815837830688 -1 8.35345438888889 7.19529601058201
 PGD  0.0241870899470911 0 11.4126922222222 11.4368793121693
 APITD1  0.475107753968255 0 4.89614516666667 5.37125292063492
 PEX14  0.682628730158729 0 7.02459577777778 7.70722450793651
 TARDBP  -0.0656875198412736 0 7.76567780555556 7.69999028571429
NA -0.439404608465606 0 10.2270345555556 9.78762994708995
NA 0.427965391534392 0 7.15806844444444 7.58603383597884
NA 0.102268521164022 0 6.77145638888889 6.87372491005291
NA 0.28274087830688 0 8.81221544444444 9.09495632275132
NA -0.518259066137567 0 10.5786282777778 10.0603692116402
NA -0.460842902116401 0 10.2971993888889 9.83635648677249
NA -0.0376064576719548 0 7.4578045 7.42019804232804
NA 0.373383150793654 0 7.91780538888889 8.29118853968254
NA -0.517588211640211 0 11.2295722222222 10.711984010582
NA -0.292184417989414 0 10.7465547777778 10.4543703597884
NA 0.282112973544974 0 8.72033 9.00244297354497
NA -0.375834735449738 0 12.6129072222222 12.2370724867725
NA -0.0405353968253941 0 11.4138655555556 11.3733301587302
NA -0.684161883597881 0 9.93500911111111 9.25084722751323
NA 1.09596594179894 0 6.35516711111111 7.45113305291005
NA -0.239838595238093 0 8.12700361111111 7.88716501587302
NA 0.932641190476191 0 3.85817655555556 4.79081774603175
NA 0.511469616402117 0 5.8141025 6.32557211640212
NA -0.362767224867726 0 7.5159795 7.15321227513228
NA -0.0409182328042332 0 7.013454 6.97253576719577
NA 0.238018074074073 0 7.45927922222222 7.6972972962963
NA 0.798416473544973 0 3.8413085 4.63972497354497
NA 1.32829504232804 1 4.14421866666667 5.47251370899471
NA 1.58543598941799 1 3.42151722222222 5.00695321164021
NA 1.30366036772487 1 5.17170094444444 6.47536131216931
NA 0.942063526455027 0 2.85121183333333 3.79327535978836
NA 0.0640103624338604 0 7.5612415 7.62525186243386
NA 0.0668988465608447 0 6.31244911111111 6.37934795767196
NA 0.231106211640206 0 10.8142688888889 11.0453751005291
NA 1.59259272222222 1 3.86979338888889 5.46238611111111
NA 0.706262462962963 0 2.29001661111111 2.99627907407407
NA 0.295343931216931 0 1.858501 2.15384493121693
NA 0.199455421693122 0 1.83042583333333 2.02988125502646
NA -0.0494652830687825 0 2.04324905555556 1.99378377248677
NA 0.31953728042328 0 1.730119 2.04965628042328
NA 0.399843538359789 0 4.77062513888889 5.17046867724868
NA 0.504677984126982 0 10.8167661111111 11.3214440952381
NA 0.508492968253967 0 5.61171522222222 6.12020819047619
NA 0.700153433862435 0 1.76953522222222 2.46968865608466
NA -0.306558037037036 0 6.03012622222222 5.72356818518518
NA 0.30670975925926 0 3.43684216666667 3.74355192592593
NA 0.491123511904762 0 3.81932691666667 4.31045042857143
NA 0.284562804232806 0 8.76416377777778 9.04872658201058
NA 0.48015294444445 0 8.58307038888889 9.06322333333333
NA 0.477389820105821 0 2.52312877777778 3.0005185978836
NA 0.050930952380952 0 11.8799544444444 11.9308853968254
NA 0.795972955026454 0 3.84374583333333 4.63971878835979
NA 0.162179577777778 0 1.49295982222222 1.6551394
NA 0.398836558201061 0 7.80308072222222 8.20191728042328
NA 0.302516671957674 0 10.8506936666667 11.1532103386243
 ANGPTL7  0.340281473544974 0 3.30816727777778 3.64844875132275
 UBIAD1  -0.0684214246031765 0 8.32951513888889 8.26109371428571
